src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,10
0,11
0,12
0,15
0,17
0,23
0,24
0,30
0,32
0,41
0,42
0,51
0,63
0,72
0,98
0,99
1,4
1,5
1,27
1,73
2,4
2,13
2,14
2,18
2,25
2,27
2,46
2,48
2,89
2,91
4,5
4,6
4,7
4,8
4,9
4,10
4,11
4,12
4,14
4,15
4,16
4,17
4,21
4,23
4,37
4,43
4,44
4,59
4,60
4,63
4,65
4,73
4,75
4,78
4,86
4,92
4,93
4,96
5,6
5,7
5,11
5,18
5,20
5,22
5,58
5,74
5,83
5,84
5,88
5,89
6,8
6,9
6,16
6,31
6,75
6,95
7,14
7,26
7,54
7,57
7,61
7,69
7,70
7,82
7,88
8,9
8,12
8,13
8,15
8,16
8,18
8,19
8,20
8,22
8,29
8,32
8,44
8,45
8,50
8,51
8,54
8,55
8,62
8,74
8,87
9,10
9,21
9,26
9,29
9,41
9,48
9,52
9,80
10,33
10,47
10,50
10,85
11,34
11,39
11,45
11,49
11,66
12,13
12,17
12,27
12,28
12,56
12,59
12,99
13,64
14,22
14,25
14,34
14,38
14,73
15,43
15,78
15,80
16,19
16,20
16,63
16,96
16,97
17,21
17,24
17,32
17,33
17,35
17,46
17,50
17,51
17,54
17,70
18,19
18,28
18,48
18,53
18,56
19,25
19,81
19,82
19,90
21,23
21,29
21,34
21,38
21,52
21,76
21,84
22,30
22,37
22,66
22,67
22,79
23,24
23,31
23,36
23,40
23,41
23,43
23,62
23,65
23,71
23,81
23,91
23,97
24,26
24,47
24,53
24,71
24,76
25,28
25,37
25,39
25,58
25,61
25,69
26,39
26,47
27,30
27,31
27,46
27,81
27,98
28,57
28,58
28,77
30,36
31,33
31,42
31,64
31,94
32,35
32,36
32,83
32,85
32,93
33,35
33,38
33,87
34,49
34,60
35,55
35,56
35,61
35,77
35,92
36,40
36,60
36,62
36,92
37,40
37,42
37,53
37,66
39,49
39,79
41,68
42,44
42,45
42,57
42,68
43,55
43,59
44,99
45,96
46,52
46,94
47,70
47,76
47,82
47,85
47,98
49,68
49,78
50,72
50,97
51,64
51,75
54,67
55,80
55,91
58,83
59,74
60,69
60,71
60,86
60,93
61,87
61,90
63,65
64,67
64,90
65,72
65,86
67,95
68,79
69,77
73,89
73,94
80,84
81,95
87,88
