src,dst
0,1
0,2
0,3
0,4
0,5
0,7
0,8
0,9
0,10
0,12
0,17
0,22
0,23
0,45
0,47
0,53
0,59
0,62
0,65
0,67
0,71
0,76
0,82
0,90
0,96
1,4
1,5
1,6
1,7
1,9
1,11
1,12
1,18
1,19
1,20
1,21
1,23
1,27
1,42
1,44
1,51
1,65
1,69
1,70
1,77
1,80
1,84
1,86
1,90
1,93
1,94
1,95
2,4
2,6
2,31
2,32
2,40
2,41
2,59
2,75
2,85
3,5
3,8
3,12
3,38
3,56
3,81
4,6
4,8
4,10
4,13
4,15
4,27
4,28
4,29
4,39
4,61
4,66
4,90
5,7
5,10
5,11
5,13
5,14
5,16
5,17
5,18
5,19
5,27
5,29
5,30
5,33
5,46
5,47
5,48
5,50
5,56
5,60
5,65
5,66
5,72
5,81
5,92
5,94
6,9
6,13
6,15
6,21
6,25
6,34
6,37
6,41
6,51
6,66
6,67
6,75
6,80
6,82
6,84
6,94
7,22
7,55
7,63
8,11
8,18
8,20
8,24
8,44
8,54
8,60
8,87
9,19
9,24
9,32
9,38
9,83
10,14
10,15
10,20
10,28
10,29
10,36
10,43
10,53
10,54
10,58
10,77
11,14
11,36
11,42
11,43
11,63
11,73
11,77
12,16
12,22
12,88
14,17
14,21
14,24
14,38
14,41
14,52
14,53
14,63
14,78
14,79
14,83
14,98
15,16
15,36
15,40
15,42
15,43
15,70
15,75
16,23
16,49
16,60
16,79
17,26
17,34
17,50
17,52
17,56
17,57
17,62
17,64
17,69
18,32
19,30
19,45
20,39
20,62
20,67
20,87
20,99
21,33
21,52
21,68
21,83
21,96
22,25
22,48
22,73
22,79
23,25
23,26
23,33
23,35
23,55
25,26
25,31
25,44
25,61
25,93
26,30
26,35
26,68
26,95
27,28
27,31
27,35
27,37
27,55
27,57
27,64
27,92
28,45
28,97
29,34
29,46
29,49
31,64
32,37
32,46
32,47
32,51
32,57
32,61
32,89
33,88
33,98
34,73
34,85
35,71
36,48
37,40
37,58
37,72
37,74
37,81
38,39
38,91
42,70
43,78
44,78
45,91
46,49
46,54
47,50
47,69
47,74
47,76
49,68
49,84
51,74
54,58
56,59
59,85
60,91
61,87
61,88
62,71
63,99
66,98
67,76
68,80
70,72
70,89
72,86
73,97
74,89
76,82
78,86
81,95
82,96
86,93
86,99
90,92
90,97
