src,dst
0,1
0,2
0,3
0,4
0,6
0,7
0,8
0,10
0,12
0,17
0,21
0,23
0,32
0,45
0,46
0,49
0,56
0,58
0,64
0,65
0,73
0,77
1,5
1,6
1,7
1,9
1,10
1,11
1,13
1,20
1,26
1,30
1,35
1,46
1,75
1,97
2,4
2,5
2,7
2,8
2,9
2,16
2,19
2,38
2,43
2,62
2,63
2,67
2,79
2,88
3,4
3,5
3,6
3,68
3,84
4,8
4,10
4,15
4,20
4,33
4,34
4,37
4,42
4,52
4,55
4,58
4,68
4,88
4,91
4,93
4,98
5,9
5,12
5,19
5,26
5,29
5,44
5,50
5,90
5,95
6,14
6,24
6,32
6,36
6,48
6,59
6,92
7,13
7,18
7,35
7,38
7,41
8,11
8,12
8,15
8,27
8,31
8,35
8,57
8,61
8,62
8,66
8,78
8,82
8,85
8,89
8,92
9,11
9,16
9,17
9,22
9,25
9,28
9,39
9,51
9,60
10,17
10,18
10,44
10,50
10,56
10,76
10,80
10,91
11,13
11,14
11,15
11,19
11,22
11,23
11,24
11,27
11,29
11,31
11,32
11,49
11,53
11,60
11,61
11,62
11,65
11,67
11,92
12,18
13,14
13,16
13,21
13,29
13,54
13,69
13,77
13,86
14,20
14,25
14,26
14,34
14,36
14,42
14,56
14,61
14,79
14,93
14,95
15,43
15,53
15,68
15,74
15,85
16,28
16,41
16,43
16,57
16,64
16,83
16,85
17,50
18,21
18,23
18,25
18,30
18,33
18,52
18,60
18,65
18,66
18,70
18,71
18,72
18,87
19,22
19,24
19,46
19,47
19,55
19,73
19,75
20,28
20,39
20,41
20,44
20,47
20,99
22,38
22,71
22,94
23,34
23,37
23,40
23,51
23,57
23,64
23,76
23,83
23,90
23,94
23,99
24,27
24,40
24,48
24,58
24,63
24,76
24,77
25,51
26,30
26,40
26,45
27,33
27,45
27,84
27,96
28,37
28,73
28,88
29,31
29,70
29,93
30,67
31,36
31,42
32,69
37,59
37,69
37,80
37,86
37,96
38,39
38,71
38,72
39,48
39,49
39,81
40,97
41,47
41,54
43,89
44,54
44,78
46,70
48,87
49,89
50,74
50,98
51,52
52,53
52,66
52,82
52,98
52,99
54,55
55,59
57,81
58,83
58,94
60,63
60,72
60,74
60,80
63,78
64,97
66,75
66,95
66,96
67,86
72,87
74,79
74,82
74,91
80,81
80,84
87,90
