src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,11
0,12
0,15
0,17
0,19
0,23
0,30
0,33
0,38
0,46
0,57
0,61
0,81
0,86
0,92
1,4
1,5
1,17
1,36
1,43
2,4
2,21
2,26
2,27
2,35
2,62
2,78
2,98
3,12
3,24
3,42
3,59
3,63
3,68
4,5
4,6
4,7
4,8
4,10
4,11
4,13
4,15
4,16
4,24
4,26
4,28
4,30
4,34
4,35
4,37
4,39
4,40
4,41
4,42
4,44
4,51
4,75
4,84
4,89
4,91
4,98
4,99
5,6
5,7
5,8
5,9
5,11
5,14
5,22
5,32
5,43
5,69
5,71
5,76
5,78
5,90
6,14
6,23
6,39
6,47
6,52
6,54
6,67
7,9
7,10
7,12
7,13
7,15
7,16
7,17
7,18
7,20
7,22
7,23
7,25
7,37
7,40
7,47
7,53
7,66
7,67
7,85
7,91
7,92
7,94
8,10
8,21
8,28
8,29
8,31
8,45
8,55
8,58
8,62
8,66
8,80
8,83
8,89
8,97
8,98
8,99
9,16
9,19
9,28
9,44
9,59
9,75
10,13
10,27
11,14
11,18
11,27
11,37
11,42
11,45
11,52
11,56
11,68
11,73
11,81
11,83
11,95
12,24
12,25
12,32
12,38
13,20
13,36
13,46
13,50
13,63
13,81
13,84
13,90
15,18
15,19
15,20
15,40
15,48
15,77
15,91
15,93
16,62
16,70
16,76
16,79
17,29
17,50
17,55
18,21
18,35
18,46
18,51
18,61
18,68
20,49
20,52
20,93
20,94
21,22
21,25
21,26
21,30
21,31
21,32
21,33
21,34
21,41
21,44
21,48
21,51
21,69
21,70
21,74
22,56
22,72
22,75
23,59
23,67
23,71
23,82
24,33
24,43
24,84
26,29
27,34
27,36
27,79
27,96
29,31
29,66
30,38
30,39
30,41
30,60
30,61
30,95
31,77
32,49
33,49
33,97
35,54
35,87
36,48
39,50
39,53
39,58
40,82
41,47
41,58
41,72
42,45
42,69
42,79
42,88
43,55
45,64
45,99
46,53
46,57
46,65
46,92
47,74
47,88
47,95
48,54
48,64
48,65
48,70
48,78
50,71
51,57
51,85
52,87
53,60
54,63
54,73
55,56
56,72
57,60
57,74
57,82
57,89
57,94
58,64
58,65
58,85
61,86
64,76
64,80
65,86
66,87
67,73
68,80
68,96
69,77
71,88
72,90
73,97
78,93
80,83
83,96
