src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,9
0,10
0,11
0,13
0,14
0,15
0,16
0,18
0,22
0,23
0,24
0,28
0,29
0,34
0,42
0,50
0,55
0,56
0,58
0,60
0,63
0,77
0,80
0,86
1,4
1,21
1,30
1,40
1,49
2,4
2,5
2,6
2,7
2,9
2,10
2,12
2,14
2,15
2,19
2,21
2,32
2,33
2,44
2,50
2,54
2,78
2,81
2,84
2,98
3,10
3,57
3,69
3,86
4,5
4,6
4,7
4,14
4,18
4,23
4,30
4,31
4,32
4,39
4,43
4,48
4,49
4,52
4,53
4,54
4,90
5,8
5,11
5,16
5,17
5,40
5,51
5,57
5,70
5,93
5,95
6,8
6,9
6,22
6,24
6,25
6,43
6,50
6,59
7,8
7,13
7,33
7,38
7,42
7,63
7,67
7,89
8,11
8,13
8,68
9,12
9,36
9,44
9,70
9,72
10,17
10,18
10,19
10,20
10,29
10,43
10,51
10,54
10,66
10,67
10,70
10,71
10,76
10,88
11,12
11,20
11,26
11,36
11,96
12,26
12,29
12,37
12,58
13,17
13,24
13,27
13,53
13,80
13,81
13,91
14,15
14,16
14,34
14,47
14,92
15,25
15,36
15,37
15,42
15,64
16,22
16,25
16,39
16,45
16,46
16,74
16,79
16,94
17,19
17,27
17,32
17,41
17,46
17,47
17,52
17,59
17,78
17,82
17,83
17,96
18,21
18,37
18,53
18,62
19,20
19,26
19,30
19,31
19,34
19,35
19,40
19,45
19,68
19,76
19,77
19,91
19,92
20,28
20,69
21,31
21,38
21,56
22,23
22,27
22,85
23,55
25,35
25,95
26,28
26,33
26,41
26,68
26,75
26,77
26,92
26,94
27,41
27,78
27,99
28,55
28,61
28,66
28,79
28,81
28,83
28,87
29,38
29,51
30,44
30,52
30,82
30,96
31,64
32,46
33,35
34,45
34,63
34,83
36,73
37,72
37,76
37,80
37,85
38,39
38,48
38,59
38,61
38,71
38,75
38,85
40,48
40,69
40,94
44,47
44,49
46,62
47,58
47,60
47,73
48,84
51,56
51,67
51,87
51,97
54,60
54,65
54,74
55,88
56,57
56,89
57,73
57,97
58,90
58,93
59,62
59,66
60,61
61,65
61,71
61,74
63,64
63,65
63,79
63,82
64,84
64,95
67,99
68,72
69,99
72,88
72,90
73,75
73,86
75,93
76,98
78,87
82,89
84,97
84,98
90,91
