src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,9
0,10
0,12
0,13
0,20
0,21
0,22
0,24
0,27
0,33
0,40
0,41
0,47
0,62
0,63
0,67
0,69
0,87
0,90
0,95
1,4
1,5
1,6
1,9
1,13
1,14
1,15
1,16
1,17
1,20
1,23
1,26
1,30
1,35
1,36
1,38
1,45
1,56
1,72
1,80
1,91
1,94
1,96
1,97
2,4
2,5
2,7
2,17
2,19
2,33
2,34
2,47
2,53
2,54
2,66
3,80
4,45
4,55
4,75
4,93
5,6
5,7
5,8
5,9
5,10
5,11
5,12
5,18
5,19
5,22
5,29
5,30
5,32
5,35
5,39
5,47
5,48
5,51
5,52
5,60
5,62
5,64
5,85
6,7
6,12
6,14
6,17
6,18
6,20
6,21
6,31
6,34
6,43
6,59
6,76
6,88
6,90
7,8
7,10
7,11
7,13
7,16
7,18
7,21
7,24
7,27
7,28
7,36
7,37
7,40
7,41
7,43
7,44
7,52
7,53
7,60
7,63
7,67
7,68
7,70
7,77
7,78
7,81
7,82
7,91
7,95
8,14
8,15
8,24
8,25
8,41
8,50
8,75
9,22
9,25
9,28
9,71
9,83
10,11
10,51
10,92
11,23
11,26
11,78
11,83
12,15
12,16
12,29
12,31
12,48
12,51
12,52
12,53
12,57
12,58
12,62
12,63
12,71
12,73
12,77
12,89
12,98
13,65
13,82
14,19
14,31
14,32
14,33
14,34
14,38
14,59
14,66
15,26
15,28
15,65
15,70
15,71
17,37
17,44
17,54
17,59
17,75
17,97
17,98
18,23
18,39
18,76
19,85
20,73
20,80
21,27
21,29
21,42
21,43
21,56
21,74
21,76
21,94
22,25
22,42
22,50
22,88
22,96
24,38
24,56
24,74
24,81
25,37
26,35
26,69
26,85
27,30
27,49
29,48
29,64
30,32
30,44
30,79
31,36
31,39
31,61
32,40
32,46
32,58
32,91
33,99
34,45
34,57
35,54
35,92
37,66
38,42
38,46
38,78
38,89
38,99
40,49
40,55
40,61
40,94
41,72
41,97
41,99
42,46
42,69
42,79
45,61
46,49
46,55
46,58
46,68
47,50
48,86
49,57
49,70
49,72
49,74
49,87
50,81
52,90
54,65
59,60
59,64
59,73
59,84
59,98
61,68
61,84
62,67
62,89
62,92
63,83
63,84
65,88
69,93
71,87
72,77
72,79
72,86
72,93
76,82
80,86
80,95
90,96
