src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,9
0,11
0,16
0,17
0,25
0,27
0,40
0,46
0,47
0,50
0,59
0,62
0,74
0,78
0,80
0,92
1,4
1,5
1,6
1,7
1,8
1,9
1,10
1,11
1,13
1,20
1,33
1,37
1,39
1,41
1,46
1,66
1,79
1,81
1,94
1,95
1,98
2,4
2,5
2,9
2,10
2,12
2,15
2,19
2,35
2,41
2,55
2,97
4,6
4,12
4,32
5,7
5,8
5,10
5,11
5,13
5,14
5,15
5,18
5,19
5,20
5,21
5,24
5,30
5,34
5,41
5,43
5,52
5,53
5,60
5,71
5,72
5,80
5,85
6,7
6,15
6,32
6,42
6,48
6,50
6,52
6,59
6,83
6,87
7,16
7,17
7,18
7,21
7,23
7,24
7,25
7,26
7,27
7,29
7,39
7,40
7,62
7,65
7,75
7,86
7,92
8,12
8,13
8,14
8,16
8,17
8,22
8,23
8,26
8,31
8,36
8,63
8,70
8,79
8,94
9,24
9,37
9,38
9,44
9,53
9,73
10,34
10,40
10,59
10,72
10,78
11,26
11,35
11,56
12,18
12,20
12,34
12,36
12,38
12,61
12,64
12,76
12,77
12,97
13,14
13,28
13,33
13,35
13,57
14,22
14,29
14,44
14,58
14,76
14,82
15,19
15,21
15,31
15,38
15,47
15,66
15,71
15,80
15,84
15,88
15,91
15,93
15,96
16,22
16,23
16,46
16,64
16,82
17,75
17,90
18,28
18,31
18,39
18,43
18,45
18,50
18,56
18,58
18,66
18,72
18,75
18,76
18,81
18,83
18,93
18,95
19,25
19,33
19,48
21,55
21,65
21,69
22,73
23,67
23,69
24,27
24,30
24,45
25,61
26,28
26,29
26,63
26,90
26,95
27,45
27,48
27,55
27,84
28,51
28,85
29,30
29,37
29,44
29,53
29,54
29,56
29,60
29,64
29,67
29,86
30,32
30,57
30,58
30,79
31,36
31,57
31,77
33,43
33,60
33,89
33,99
34,52
34,63
34,87
35,49
36,47
36,51
36,67
37,49
37,54
38,42
38,70
38,78
38,89
39,65
41,42
41,49
41,51
41,54
41,68
41,70
43,68
43,69
43,74
44,84
45,73
47,77
47,83
49,88
50,61
50,62
52,68
52,91
57,99
58,93
59,85
59,86
59,96
59,97
60,92
62,87
63,74
63,98
66,71
68,81
68,96
70,88
70,91
76,89
77,82
78,98
84,90
90,94
95,99
