src,dst
0,1
0,2
0,3
0,4
0,6
0,7
0,8
0,10
0,15
0,16
0,17
0,20
0,23
0,24
0,32
0,61
0,63
0,68
0,72
0,76
0,88
0,91
0,97
1,4
1,9
1,24
1,48
1,81
1,97
2,4
2,5
2,6
2,7
2,8
2,22
2,54
2,65
3,5
3,18
3,45
3,51
3,55
3,68
3,74
4,5
4,6
4,7
4,9
4,13
4,19
4,20
4,23
4,27
4,41
4,49
4,63
4,71
4,89
5,13
5,17
5,23
5,26
5,31
5,38
5,39
5,43
5,58
5,61
5,69
5,90
5,94
6,8
6,16
6,18
6,30
6,31
6,57
6,75
7,9
7,10
7,11
7,13
7,16
7,17
7,19
7,26
7,28
7,29
7,36
7,38
7,43
7,49
7,56
7,71
7,72
7,79
8,11
8,12
8,14
8,18
8,24
8,25
8,26
8,29
8,44
8,46
8,53
8,56
8,59
8,77
8,78
8,85
9,10
9,11
9,12
9,21
9,22
9,27
9,32
9,33
9,35
9,42
9,47
9,51
9,64
9,74
9,77
9,80
9,95
10,12
10,14
10,21
10,22
10,25
10,32
10,40
10,43
10,45
10,46
10,50
10,99
11,20
11,31
11,44
11,69
11,76
11,81
11,93
12,15
12,28
12,36
12,39
12,51
12,99
13,14
13,37
13,45
13,66
13,88
14,15
14,30
14,67
15,25
15,52
15,57
16,86
17,29
17,33
17,55
17,65
17,73
17,92
18,19
18,21
18,36
18,49
18,63
18,75
18,85
18,98
19,34
19,44
19,46
19,55
19,60
19,82
19,84
20,28
20,33
20,79
20,94
21,40
21,98
22,30
22,35
22,50
22,53
22,64
23,34
23,37
23,39
23,41
23,56
23,73
23,80
23,83
23,86
23,95
23,96
24,27
24,62
24,94
25,48
25,59
25,60
25,79
25,98
26,53
27,93
28,37
28,38
28,47
28,48
28,74
29,40
29,54
29,58
29,60
29,62
29,92
30,34
30,35
31,42
31,59
31,85
32,75
34,76
34,87
34,92
37,42
37,47
37,50
37,66
39,82
40,41
40,52
40,57
40,77
42,83
44,95
46,84
47,52
48,72
48,78
49,58
49,82
49,89
50,62
50,89
52,69
52,70
52,96
53,54
53,61
53,68
53,70
53,86
54,64
54,80
54,88
56,83
57,65
57,67
59,97
60,99
61,67
62,73
62,87
64,66
65,78
65,81
66,70
66,71
66,84
68,90
70,91
72,87
77,91
78,96
80,90
86,93
