src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,9
0,10
0,12
0,13
0,15
0,21
0,38
0,49
0,69
0,72
0,76
0,79
0,88
0,89
1,4
1,5
1,6
1,9
1,12
1,14
1,20
1,23
1,24
1,45
1,46
1,58
1,71
1,98
2,8
2,9
2,19
2,39
2,45
2,52
2,82
2,94
2,97
3,4
3,19
3,30
3,50
3,55
3,93
4,5
4,6
4,7
4,8
4,13
4,16
4,22
4,24
4,35
4,37
4,38
4,41
4,43
4,52
4,73
4,85
5,7
5,8
5,11
5,20
5,21
5,30
5,32
5,35
5,36
5,46
5,53
5,67
5,73
5,86
6,7
6,11
6,12
6,17
6,18
6,20
6,26
6,27
6,31
6,32
6,36
6,39
6,42
6,50
6,57
6,62
6,63
6,64
6,77
6,79
6,87
7,10
7,14
7,16
7,21
7,29
7,40
8,10
8,76
8,77
9,37
9,92
10,11
10,13
10,15
10,40
10,41
10,56
10,68
10,79
10,80
10,99
11,23
11,31
11,33
11,41
11,44
11,56
11,58
12,17
12,18
12,23
12,24
12,25
12,29
12,34
12,36
12,44
12,47
12,54
12,65
12,74
12,90
12,99
13,14
13,15
13,18
13,22
13,25
13,26
13,30
13,32
13,37
13,48
13,50
13,58
14,26
14,27
14,28
14,29
14,53
14,70
14,92
15,16
15,52
15,95
16,17
16,19
16,38
16,42
16,55
16,68
16,75
18,66
18,68
18,94
19,28
19,43
19,47
19,56
19,66
19,69
19,70
19,80
19,86
19,96
19,98
20,49
20,77
21,22
22,25
22,28
22,33
22,35
22,43
22,44
22,54
22,59
22,60
22,64
22,75
22,92
23,27
23,45
23,46
23,81
23,87
24,31
25,40
25,47
25,54
25,60
25,89
26,51
26,65
28,53
28,57
28,81
28,84
29,85
29,93
30,33
31,65
32,34
33,34
33,51
33,57
33,62
33,74
33,82
34,51
34,66
34,90
35,59
35,60
36,39
37,59
37,91
37,97
38,42
38,67
38,90
40,99
42,61
44,48
44,95
44,96
45,48
45,49
45,78
45,87
45,98
46,78
46,83
48,61
48,96
49,63
49,78
49,84
50,61
50,86
51,69
52,55
52,70
54,88
55,63
55,74
55,91
56,72
56,88
56,94
58,62
59,71
59,75
59,89
60,80
61,67
61,71
61,83
61,84
61,93
62,64
62,76
62,82
63,72
64,97
65,73
68,83
70,81
76,91
79,95
83,85
