src,dst
0,1
0,2
0,3
0,4
0,6
0,7
0,9
0,10
0,13
0,14
0,15
0,18
0,25
0,28
0,32
0,33
0,35
0,36
0,43
0,50
0,62
0,67
0,73
0,79
0,80
0,86
0,87
0,89
1,4
1,5
1,7
1,8
1,11
1,14
1,16
1,17
1,22
1,29
1,31
1,44
1,58
1,60
1,61
1,68
2,5
2,6
2,8
2,10
2,11
2,17
2,19
2,24
2,37
2,71
2,78
2,81
2,82
2,99
3,4
3,6
3,7
3,11
3,12
3,15
3,16
3,28
3,38
3,40
3,42
3,47
3,53
3,57
3,61
3,62
3,63
3,65
3,78
3,79
3,88
3,90
3,92
3,95
4,5
4,9
4,10
4,12
4,19
4,28
4,30
4,32
4,45
4,60
4,69
4,80
4,82
4,85
5,8
5,13
5,14
5,15
5,16
5,29
5,30
5,33
5,40
5,41
5,44
5,48
5,49
5,52
5,55
5,56
5,62
5,66
5,83
5,89
5,91
5,96
6,9
6,12
6,21
6,36
6,40
6,46
6,47
6,61
6,71
6,84
6,88
6,98
7,17
7,23
7,26
7,29
7,38
7,42
7,45
7,54
7,69
7,72
8,23
8,31
8,53
8,54
8,64
8,79
9,13
9,21
9,22
9,23
9,37
9,52
9,58
10,20
10,70
10,81
11,22
11,33
11,58
11,59
11,66
12,18
12,20
12,30
12,35
12,56
12,73
12,83
13,19
13,25
13,27
13,50
13,57
13,76
13,86
14,81
14,85
15,18
15,20
15,26
15,77
15,87
16,74
17,24
17,27
17,32
17,42
17,51
17,65
17,84
17,96
18,21
18,41
18,55
18,87
18,93
18,94
19,36
19,44
19,53
19,64
19,69
19,72
19,78
19,91
19,96
20,34
20,57
20,92
20,98
21,26
21,64
21,94
22,24
22,39
22,46
22,47
22,60
22,65
22,70
23,25
23,34
23,37
23,46
23,99
24,63
24,98
25,27
25,31
26,41
26,50
26,63
26,75
26,89
26,95
27,45
30,34
30,54
30,88
31,39
31,49
32,35
32,77
32,80
33,39
33,52
34,43
34,48
34,55
34,76
34,82
35,51
35,56
36,59
37,38
39,73
39,74
39,90
40,43
40,74
41,85
42,75
43,51
43,95
44,49
44,68
44,90
45,48
45,67
45,76
47,97
48,59
48,70
48,72
49,71
53,91
53,93
56,68
57,66
57,77
60,93
61,84
61,86
63,75
66,67
66,83
69,92
69,97
77,99
83,97
93,94
