src,dst
0,1
0,2
0,3
0,4
0,5
0,9
0,12
0,14
0,22
0,35
0,36
0,40
0,66
0,67
0,87
1,4
1,5
1,6
1,7
1,8
1,10
1,12
1,13
1,14
1,15
1,20
1,27
1,30
1,31
1,33
1,34
1,37
1,53
1,57
1,59
1,69
1,72
1,93
2,4
2,7
2,19
2,32
2,35
2,56
2,58
2,64
2,76
3,10
4,5
4,6
4,7
4,10
4,11
4,18
4,23
4,25
4,34
4,55
4,75
4,80
5,6
5,8
5,9
5,13
5,16
5,24
5,26
5,27
5,39
5,41
5,53
5,63
5,66
5,75
5,88
5,89
5,92
6,11
6,20
6,23
6,84
6,95
7,8
7,9
7,22
7,28
7,29
7,33
7,36
7,41
7,46
7,52
7,70
7,73
7,86
8,16
8,19
8,25
8,32
8,42
8,45
8,47
8,50
8,54
8,69
8,75
8,86
9,11
9,15
9,17
9,29
9,30
9,37
9,61
9,62
9,63
9,67
9,70
9,98
10,12
10,15
10,17
10,18
10,21
10,24
10,26
10,44
10,47
10,49
10,59
10,65
10,76
10,77
10,82
10,91
10,92
11,13
11,16
11,27
11,31
11,33
11,42
11,55
11,57
12,19
12,25
12,40
13,14
13,18
13,20
13,28
13,29
13,32
13,39
13,55
13,64
13,71
13,78
13,84
13,87
14,17
14,24
14,31
14,34
14,49
14,56
14,61
14,72
14,74
14,77
14,78
14,83
14,90
14,93
14,97
15,21
15,26
15,47
15,51
15,54
15,57
15,86
15,96
16,37
16,38
16,60
16,67
16,80
16,99
17,21
17,22
17,23
17,36
17,39
17,45
17,51
17,61
17,64
18,28
18,52
18,95
20,38
20,45
20,60
20,71
20,73
20,85
21,42
21,79
22,38
22,41
22,52
22,54
22,97
22,98
23,60
23,83
24,95
25,35
25,46
25,53
25,68
25,88
25,99
27,40
27,43
27,50
27,51
27,56
27,76
27,81
28,43
28,44
28,48
28,58
29,30
29,65
31,69
31,94
33,43
33,50
33,66
34,74
35,80
37,90
38,68
39,48
39,88
41,44
41,46
41,48
41,49
41,62
41,99
43,72
43,79
43,87
43,93
43,97
46,62
47,89
49,82
50,70
50,94
51,91
51,92
52,83
54,90
55,73
55,81
55,85
55,96
56,58
58,59
58,65
58,71
58,77
58,84
59,91
60,63
60,82
61,78
63,74
63,79
63,96
64,68
68,85
70,81
71,94
85,89
92,98
