src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,12
0,13
0,14
0,17
0,19
0,23
0,26
0,33
0,35
0,36
0,37
0,38
0,40
0,41
0,44
0,45
0,48
0,54
0,57
0,58
0,59
0,65
0,68
0,69
0,71
0,74
0,75
0,76
0,84
0,89
0,98
1,15
1,28
1,48
1,53
1,56
1,61
1,62
1,91
1,92
2,4
2,5
2,24
2,25
2,30
2,31
2,38
2,77
2,83
2,90
2,92
3,4
3,5
3,6
3,7
3,34
3,44
3,50
4,6
4,9
4,10
4,15
4,16
4,18
4,33
4,35
4,36
4,37
4,42
4,49
4,55
4,58
4,63
4,67
4,72
5,7
5,9
5,12
5,14
5,16
5,20
5,21
5,22
5,24
5,25
5,26
5,30
5,31
5,34
5,58
5,61
5,62
5,66
5,81
5,82
6,8
6,11
6,13
6,21
6,22
6,23
6,26
6,32
6,37
6,39
6,42
6,43
6,45
7,8
7,10
7,11
7,14
7,20
7,25
7,29
7,31
7,40
7,46
7,47
7,50
7,53
7,55
7,59
7,60
7,82
7,88
7,94
7,96
7,99
8,11
8,13
8,16
8,17
8,19
8,21
8,27
8,36
8,43
8,64
8,70
8,75
8,85
8,86
8,88
8,94
9,12
9,19
9,51
9,74
10,39
11,15
11,17
11,22
11,32
11,51
11,63
11,65
12,18
12,29
12,32
12,39
12,40
12,41
12,42
12,52
12,68
12,73
12,78
12,87
12,91
12,97
14,23
14,30
14,38
14,77
14,84
15,20
15,28
15,35
15,45
15,62
15,70
15,74
15,95
16,18
16,24
16,29
16,50
17,33
18,27
18,49
19,34
19,41
19,66
20,28
20,43
20,56
20,59
20,79
20,97
21,27
21,49
21,54
21,60
21,61
21,85
21,89
22,67
22,73
22,76
22,94
23,57
29,92
29,96
30,90
32,44
32,47
33,63
33,70
34,54
34,56
34,97
35,47
35,68
35,86
37,65
38,67
38,72
38,86
38,95
39,55
39,99
40,48
41,57
41,77
43,52
43,69
43,87
44,46
44,52
44,53
44,71
44,79
44,84
44,88
45,46
46,60
46,73
46,81
48,98
49,51
49,78
50,69
50,76
52,81
53,80
54,75
54,91
55,71
55,83
56,64
60,66
60,87
61,64
62,72
63,80
65,78
67,90
71,82
72,85
75,80
75,96
77,79
78,83
79,98
81,93
82,95
84,89
84,93
88,99
90,93
