src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,9
0,10
0,14
0,19
0,20
0,21
0,24
0,25
0,26
0,27
0,31
0,32
0,39
0,41
0,42
0,44
0,48
0,52
0,54
0,55
0,56
0,61
0,64
0,68
0,69
0,70
0,76
0,86
0,88
1,15
1,17
1,18
1,20
1,21
1,25
1,29
1,35
1,43
1,45
1,52
1,54
1,74
1,75
1,77
1,81
1,94
1,96
1,97
2,4
2,5
2,9
2,18
2,19
2,26
2,30
2,74
3,4
3,6
3,84
3,90
4,5
4,7
4,8
4,11
4,12
4,19
4,21
4,32
4,36
4,37
4,49
4,62
4,69
4,74
4,76
4,82
4,89
4,90
5,6
5,9
5,11
5,15
5,23
5,24
5,27
5,30
5,34
5,35
5,46
5,57
5,62
5,89
6,7
6,8
6,10
6,12
6,17
6,30
6,40
6,51
6,58
6,65
6,67
6,69
6,71
6,72
6,78
6,79
6,80
6,83
7,8
7,11
7,13
7,16
7,22
7,25
7,28
7,31
7,33
7,40
7,42
7,46
7,57
7,64
7,72
7,81
7,83
7,95
8,10
8,13
8,50
8,66
8,75
8,95
8,96
9,12
9,13
9,14
9,15
9,17
9,18
9,20
9,22
9,28
9,34
9,35
9,37
9,48
9,58
9,59
9,67
9,70
9,77
9,85
9,91
10,24
10,28
10,29
11,16
11,29
11,38
11,47
11,53
11,56
11,70
11,92
12,16
12,23
12,40
12,47
13,14
13,23
13,27
13,31
13,42
13,47
13,63
13,71
13,75
13,79
13,82
13,99
14,57
14,60
14,72
14,98
15,26
15,65
16,68
16,96
17,78
17,92
18,32
18,49
18,63
18,80
19,64
20,22
20,41
20,82
21,38
21,44
22,39
22,73
23,34
23,38
23,49
23,58
24,39
25,44
25,45
25,77
25,84
26,41
26,78
27,48
28,33
28,60
29,33
29,45
29,46
29,51
29,55
29,59
29,62
29,65
29,86
30,36
30,43
30,50
30,54
30,68
30,80
31,59
32,36
32,37
32,79
34,51
34,63
34,81
35,56
35,73
35,87
37,43
37,60
37,87
37,94
37,97
38,90
38,93
40,98
41,99
42,94
43,55
43,67
43,71
44,61
44,66
44,76
44,98
45,52
47,53
47,86
48,50
49,53
50,66
50,93
50,97
52,61
53,89
54,95
57,84
60,91
61,83
61,85
61,93
65,85
68,73
68,88
70,99
72,87
73,91
76,88
88,92
