src,dst
0,1
0,2
0,3
0,4
0,6
0,10
0,11
0,12
0,14
0,15
0,17
0,19
0,20
0,22
0,27
0,43
0,57
0,60
0,63
0,67
0,76
0,94
0,99
1,5
1,18
1,39
1,83
1,85
1,86
2,4
2,6
2,7
2,9
2,10
2,13
2,15
2,20
2,22
2,25
2,28
2,29
2,37
2,38
2,41
2,43
2,44
2,45
2,52
2,54
2,70
2,84
3,4
3,5
3,7
3,8
3,9
3,10
3,18
3,28
3,52
3,56
3,72
3,80
3,90
3,97
4,5
4,6
4,7
4,8
4,11
4,13
4,14
4,16
4,26
4,32
4,36
4,37
4,43
4,47
4,50
4,56
4,64
4,65
4,74
4,81
4,88
4,89
4,90
5,8
5,11
5,14
5,21
5,26
5,30
5,33
5,45
5,51
5,52
5,65
5,78
5,79
5,85
5,98
6,18
6,22
6,50
6,65
6,69
6,70
6,79
6,89
6,91
6,93
7,23
7,25
7,29
7,58
7,63
7,72
7,82
8,9
8,12
8,16
8,17
8,23
8,28
8,29
8,30
8,35
8,48
8,68
8,77
8,90
9,17
9,19
9,25
9,31
9,47
9,61
9,77
9,85
11,12
11,13
11,33
11,40
11,49
11,94
11,96
12,16
12,19
12,21
12,34
12,39
12,58
12,68
12,74
12,93
13,15
13,21
13,24
13,27
13,30
13,32
13,36
13,38
13,39
13,46
13,47
13,53
13,98
14,33
14,71
15,67
17,27
17,31
17,35
17,40
17,48
17,54
17,57
17,66
17,82
18,20
18,23
18,24
18,41
18,49
18,53
18,63
18,72
20,26
20,31
20,46
20,62
20,64
21,95
22,24
22,42
22,59
22,69
22,88
23,99
24,83
25,34
25,48
25,75
26,35
26,40
26,66
26,94
27,32
27,36
27,64
27,66
27,96
28,76
28,80
29,34
30,44
30,53
31,59
31,92
32,46
32,51
32,62
32,69
32,76
32,87
33,49
33,84
34,37
34,38
36,98
37,42
38,42
38,61
39,41
39,56
39,78
40,54
40,73
40,81
41,44
41,45
41,51
41,60
41,74
41,83
41,87
44,55
46,50
46,55
46,61
46,67
46,71
46,88
46,91
47,57
48,55
51,62
51,68
51,73
52,58
54,73
55,86
56,60
56,75
57,59
58,97
60,75
62,82
64,71
65,79
66,95
67,70
67,84
68,78
68,89
68,93
69,77
69,80
72,81
72,87
75,86
75,92
77,97
78,92
80,96
82,95
84,99
88,91
