src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,11
0,12
0,14
0,15
0,22
0,28
0,30
0,31
0,36
0,38
0,40
0,46
0,47
0,52
0,53
0,66
0,67
0,68
0,73
0,84
0,98
1,6
1,8
1,10
1,14
1,16
1,24
1,27
1,29
1,33
1,37
1,49
1,78
1,80
1,88
1,91
2,4
2,5
2,6
2,12
2,16
2,18
2,19
2,23
2,30
2,33
2,40
2,42
2,47
2,60
2,62
2,75
2,99
3,4
3,7
3,8
3,42
3,43
3,54
3,55
4,5
4,7
4,9
4,19
4,24
4,25
4,27
4,32
4,35
4,58
4,67
4,80
5,7
5,10
5,12
5,21
5,23
5,25
5,28
5,32
5,33
5,34
5,36
5,41
5,42
5,44
5,48
5,59
5,65
5,66
5,74
5,82
5,83
5,86
5,89
5,92
6,13
6,17
6,21
6,22
6,31
6,34
6,37
6,39
6,57
6,61
6,72
6,73
6,89
6,97
7,9
7,14
7,20
7,24
7,28
7,44
7,45
7,57
7,58
7,72
8,9
8,11
8,13
8,17
8,29
8,39
8,44
8,51
8,61
8,68
8,71
8,74
8,77
8,83
8,86
9,10
9,15
9,23
9,43
9,64
9,92
9,99
10,11
10,15
10,16
10,19
10,21
10,25
10,26
10,30
10,47
10,55
10,87
10,95
11,18
11,32
11,63
11,65
12,13
12,50
14,18
14,20
14,34
14,70
14,71
15,53
15,56
15,59
15,63
15,79
15,82
15,93
16,17
16,20
17,58
17,65
17,96
18,26
18,27
18,29
18,35
18,41
18,59
18,70
18,87
19,22
19,36
19,38
20,53
20,97
21,77
22,26
22,39
22,41
22,76
22,81
23,60
23,73
23,94
25,64
25,84
25,90
26,52
26,84
26,86
26,95
27,50
27,85
27,89
28,75
28,80
29,31
29,46
29,57
29,68
30,40
30,49
30,98
31,37
31,49
31,50
31,87
32,35
32,63
33,97
34,51
35,48
35,66
36,43
36,81
37,38
37,69
37,81
38,45
38,60
38,72
38,76
39,71
40,82
41,45
41,48
42,46
42,52
42,62
42,99
43,69
44,85
46,51
47,83
47,94
48,54
48,56
48,64
48,78
48,79
48,90
48,91
49,61
49,75
49,76
50,55
50,56
50,69
51,54
51,70
53,67
53,94
55,62
59,90
61,79
61,93
62,88
64,96
66,91
69,74
69,77
75,78
75,88
75,92
75,93
77,96
79,85
80,98
82,95
