src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,9
0,10
0,14
0,19
0,24
0,26
0,27
0,28
0,30
0,33
0,44
0,52
0,54
0,58
0,63
0,71
0,72
0,74
0,79
0,80
0,83
0,87
0,98
0,99
1,4
1,5
1,6
1,7
1,14
1,15
1,18
1,19
1,20
1,22
1,32
1,34
1,39
1,45
1,47
1,49
1,51
1,52
1,61
1,62
1,63
1,66
1,75
1,78
1,79
2,21
2,31
2,63
2,96
3,4
3,6
3,8
3,11
3,35
3,43
3,56
3,86
3,87
4,5
4,7
4,8
4,10
4,11
4,12
4,13
4,15
4,21
4,25
4,26
4,28
4,29
4,36
4,39
4,40
4,41
4,45
4,50
4,59
4,68
4,72
4,81
4,92
5,12
5,49
5,54
6,7
6,17
6,23
6,32
6,36
6,54
6,55
6,59
6,74
6,82
6,88
6,92
6,94
7,8
7,9
7,13
7,16
7,23
7,40
7,49
7,64
7,86
8,9
8,13
8,17
8,24
8,31
8,34
8,36
8,47
8,51
8,68
8,93
9,10
9,11
9,14
9,16
9,20
9,22
9,39
9,46
9,53
9,80
9,84
10,18
10,19
10,24
10,29
10,31
10,38
10,60
11,12
11,15
11,18
11,20
11,21
11,25
11,33
11,45
11,50
11,56
11,58
11,89
11,98
12,17
12,28
12,33
12,38
12,84
12,97
13,16
13,25
14,26
14,37
14,40
14,44
14,47
14,53
14,64
14,73
15,23
15,27
16,27
16,35
16,58
16,69
16,77
16,84
16,90
17,69
19,22
19,29
19,42
19,43
19,59
19,66
19,74
21,41
21,42
21,66
22,85
22,93
23,30
23,53
23,73
23,76
24,43
24,56
24,67
24,69
25,30
25,34
25,37
25,41
25,48
25,57
25,67
25,85
25,89
25,91
26,65
27,48
27,79
27,95
28,60
29,32
29,37
30,42
30,52
30,55
30,62
30,92
31,35
31,51
31,57
31,82
31,83
32,57
32,71
32,88
32,94
33,44
33,88
34,61
34,91
36,78
36,87
37,38
37,46
37,78
37,81
39,50
39,61
39,70
40,48
41,71
44,68
45,46
45,62
47,85
48,55
48,64
48,93
49,81
49,99
50,65
50,95
55,60
55,99
56,70
57,82
57,83
59,72
59,76
59,90
60,65
60,75
61,80
62,67
62,77
62,96
65,70
65,75
66,89
66,90
69,76
71,73
71,86
73,94
74,97
75,77
76,95
77,97
83,91
88,98
89,96
