src,dst
0,1
0,2
0,3
0,4
0,5
0,7
0,9
0,14
0,31
0,39
0,73
0,93
0,94
1,4
1,6
1,8
1,10
1,11
1,12
1,13
1,17
1,18
1,27
1,29
1,37
1,45
1,51
1,52
2,4
2,5
2,6
2,8
2,11
2,16
2,18
2,19
2,23
2,32
2,34
2,35
2,37
2,47
2,52
2,56
2,60
2,61
2,64
2,71
2,77
2,78
2,79
2,83
3,8
3,15
3,19
4,5
4,6
4,7
4,10
4,13
4,14
4,15
4,16
4,17
4,20
4,21
4,23
4,24
4,28
4,29
4,32
4,33
4,40
4,48
4,51
4,57
4,59
4,60
4,62
4,63
4,64
4,69
4,75
4,76
4,77
4,86
4,87
4,88
4,91
4,94
4,97
5,7
5,9
5,12
5,14
5,16
5,24
5,26
5,30
5,39
5,41
5,63
5,70
5,80
5,81
5,84
5,86
5,95
6,9
6,10
6,24
6,29
6,35
6,58
7,41
7,55
8,11
8,22
8,33
8,38
8,46
8,48
8,49
8,84
8,87
9,12
9,31
10,13
10,17
10,20
10,25
10,26
10,42
10,44
10,48
10,52
10,54
10,55
10,58
10,62
10,66
10,90
10,99
11,18
11,22
11,26
11,43
11,46
11,61
11,70
11,85
12,21
12,36
12,45
12,64
12,85
13,27
13,34
13,36
13,93
14,15
14,25
14,37
14,41
14,47
14,50
14,67
14,72
15,19
15,22
15,23
15,33
15,36
15,44
15,51
15,59
15,66
15,73
16,35
16,45
16,57
16,65
16,78
17,21
17,25
17,30
17,40
17,42
17,43
17,46
17,55
17,73
17,74
18,72
19,20
19,34
19,39
19,47
19,53
19,56
19,92
20,82
22,28
22,99
23,27
23,30
23,38
23,71
23,95
24,85
24,95
25,40
25,79
26,31
26,43
26,54
27,28
28,42
28,70
28,76
29,58
29,82
30,54
30,57
30,68
30,77
30,81
30,90
30,91
31,32
31,63
31,83
31,98
32,60
33,38
33,50
33,89
33,92
37,71
37,75
38,87
39,96
40,44
40,86
40,89
41,49
41,65
41,69
41,89
42,68
44,53
45,49
45,53
45,98
46,62
46,78
46,92
48,68
49,50
50,74
52,56
53,83
53,97
54,79
54,84
55,59
55,69
55,75
55,91
56,67
56,90
57,61
59,76
59,88
63,66
63,98
64,65
65,67
65,96
66,74
66,80
68,80
68,99
69,88
69,94
71,72
73,81
74,93
74,97
79,82
79,96
