src,dst
0,1
0,2
0,3
0,4
0,6
0,8
0,11
0,13
0,22
0,27
0,31
0,35
0,44
0,50
0,51
0,60
0,73
0,82
0,84
0,95
0,99
1,4
1,7
1,8
1,10
1,14
1,18
1,34
1,37
1,56
1,66
1,79
1,80
2,4
2,5
2,6
2,7
2,9
2,16
2,23
2,26
2,40
2,42
3,5
3,9
3,17
4,5
4,6
4,7
4,8
4,9
4,10
4,12
4,13
4,14
4,15
4,21
4,27
4,29
4,34
4,42
4,45
4,48
4,62
4,63
4,64
4,66
4,67
4,74
4,76
4,96
5,16
5,18
5,20
5,53
5,85
6,19
6,21
6,22
6,23
6,25
6,28
6,30
6,36
6,42
6,68
6,78
6,97
7,12
7,29
7,33
7,50
7,52
7,55
7,70
7,74
7,78
7,92
8,11
8,12
8,13
8,32
8,41
8,46
8,48
8,54
8,55
8,60
8,64
8,98
9,10
9,15
9,18
9,44
9,59
9,63
9,68
9,77
9,79
9,91
10,11
10,15
10,21
10,29
10,36
10,39
10,53
10,60
10,90
10,99
11,35
11,37
11,39
11,48
11,54
11,75
11,87
11,93
11,94
12,14
12,17
12,19
12,20
12,26
12,30
12,46
12,81
12,89
13,19
14,16
14,34
14,49
14,51
14,53
14,82
14,84
15,20
15,39
15,49
15,57
16,17
16,23
16,24
16,25
16,26
16,27
16,32
16,38
16,43
16,46
16,47
16,61
16,74
16,87
16,93
17,24
17,25
17,32
17,36
17,38
17,47
17,54
17,57
17,83
17,87
18,22
18,45
18,49
18,71
19,28
19,40
19,41
19,52
19,68
19,73
19,78
19,80
19,85
19,95
20,45
20,65
20,77
20,86
20,91
21,64
21,67
21,81
21,88
22,24
22,28
22,30
22,31
22,41
22,44
22,59
22,61
22,65
22,69
22,72
22,82
22,92
23,59
23,72
24,33
24,37
24,51
24,55
24,57
24,86
25,31
25,33
25,40
25,43
25,61
25,66
25,96
27,38
28,35
28,56
29,75
30,81
32,50
37,52
37,62
38,43
38,77
39,47
39,62
39,69
39,72
39,75
41,71
42,58
42,86
44,98
46,70
46,94
46,98
48,88
49,90
50,56
50,76
50,97
52,58
53,84
54,89
55,58
55,63
55,92
56,76
58,88
58,95
59,90
61,70
61,91
61,94
62,71
62,85
63,65
63,79
63,80
63,89
63,99
66,67
66,69
68,73
70,83
74,93
79,83
82,97
86,96
