src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,9
0,10
0,11
0,13
0,16
0,17
0,21
0,23
0,24
0,25
0,27
0,28
0,33
0,35
0,38
0,40
0,42
0,47
0,48
0,53
0,65
0,67
0,68
0,70
0,75
0,77
0,79
0,80
0,81
0,83
0,95
1,4
1,6
1,7
1,8
1,14
1,16
1,17
1,29
1,33
1,38
1,41
1,43
1,46
1,49
1,55
1,57
1,61
1,66
1,81
1,90
1,93
2,4
2,5
2,6
2,9
2,11
2,12
2,18
2,70
2,81
2,87
2,88
3,30
3,76
4,5
4,7
4,9
4,15
4,18
4,42
4,51
4,67
4,70
4,71
4,74
4,75
4,96
5,7
5,8
5,10
5,12
5,19
5,45
5,46
6,22
6,25
6,31
6,35
6,51
6,61
6,71
6,91
7,10
7,13
7,14
7,15
7,16
7,20
7,22
7,24
7,26
7,29
7,34
7,40
7,52
7,58
7,63
7,72
7,73
7,77
7,91
8,11
8,12
8,24
8,29
8,30
8,31
8,44
8,46
8,53
8,71
8,74
9,19
9,21
9,27
9,43
9,50
9,55
9,56
9,64
9,93
10,13
10,15
10,18
10,26
10,32
10,36
10,38
10,60
10,62
10,79
10,93
11,21
11,30
11,32
11,39
11,41
11,44
11,47
11,59
11,62
11,72
11,85
11,88
11,94
11,97
11,98
12,14
12,17
12,20
12,27
12,34
12,37
12,40
12,41
12,42
12,48
12,49
12,52
12,56
12,57
12,75
12,80
12,83
12,85
12,88
13,22
13,26
13,37
13,58
13,59
13,78
14,31
14,32
14,35
14,39
14,43
14,50
14,60
14,78
14,86
15,39
15,76
16,19
16,44
18,20
18,28
18,48
18,65
18,66
19,23
19,28
19,59
19,79
19,80
19,96
20,34
20,62
21,23
21,25
21,36
21,51
21,55
21,65
21,66
21,69
23,54
25,84
27,52
27,57
27,60
27,63
28,33
28,37
28,63
28,64
28,86
30,47
31,45
32,73
32,86
33,49
34,99
35,36
35,53
35,68
35,89
35,91
36,68
38,76
39,54
40,72
41,56
41,64
42,82
44,45
44,58
44,98
45,69
45,84
45,92
45,97
46,87
48,50
48,54
48,84
50,69
54,77
54,85
55,89
56,67
58,73
58,89
60,61
62,74
62,94
67,78
67,82
67,87
68,92
73,94
74,90
76,97
77,82
78,95
79,92
79,98
79,99
80,83
80,90
82,96
90,95
93,99
