src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,14
0,17
0,20
0,23
0,24
0,27
0,33
0,34
0,36
0,38
0,40
0,41
0,45
0,50
0,67
0,88
0,91
1,5
1,11
1,18
1,19
1,29
1,34
1,42
1,53
1,59
1,63
1,83
1,84
1,91
1,92
2,4
2,5
2,10
2,11
2,12
2,13
2,14
2,15
2,16
2,17
2,20
2,25
2,29
2,30
2,31
2,36
2,41
2,54
2,65
2,72
2,75
3,4
3,7
3,11
3,22
3,35
3,44
3,45
3,53
3,58
3,59
3,62
4,6
4,9
4,19
4,56
4,58
4,85
4,92
5,6
5,7
5,8
5,9
5,10
5,12
5,21
5,24
5,25
5,26
5,27
5,39
5,41
5,43
5,46
5,48
5,54
5,64
5,84
5,86
5,94
5,95
6,22
6,26
6,39
6,79
7,8
7,10
7,12
7,13
7,14
7,19
7,20
7,21
7,23
7,32
7,33
7,38
7,40
7,46
7,51
7,55
7,69
7,77
7,89
7,93
8,9
8,15
8,16
8,22
8,33
8,38
8,40
8,43
8,47
8,51
8,62
8,66
8,71
8,76
8,79
8,82
8,86
8,89
8,96
9,26
9,27
9,37
9,55
9,84
10,15
10,16
10,23
10,25
10,28
10,56
10,57
10,62
10,69
10,74
10,80
10,92
10,94
11,13
11,17
11,30
11,32
11,51
11,57
11,65
11,67
11,70
12,97
13,60
13,91
14,24
14,50
14,88
14,95
15,35
15,45
15,52
15,55
15,70
15,71
15,99
16,18
16,61
16,67
16,90
17,18
17,28
17,46
17,57
17,73
18,21
18,36
18,44
18,54
18,60
18,78
18,90
19,28
19,30
19,31
19,34
19,88
20,32
20,37
20,61
20,85
22,35
22,48
22,81
23,74
24,47
24,73
26,29
26,31
26,79
27,65
27,78
27,81
27,83
30,37
30,42
31,44
31,50
31,64
31,69
31,80
31,97
32,47
32,64
33,39
33,42
33,49
33,56
33,63
33,68
33,81
33,83
34,58
34,71
34,76
36,52
36,72
36,86
38,53
38,93
38,95
38,96
40,43
40,48
40,90
40,98
41,75
41,76
41,82
45,52
45,60
45,98
46,49
46,73
47,49
47,82
49,80
50,61
50,75
50,77
53,68
55,59
55,66
55,87
55,99
57,96
58,63
58,70
58,87
59,98
60,66
62,78
63,74
64,77
64,85
64,89
67,68
71,72
77,93
79,97
82,87
83,94
84,99
