src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,13
0,14
0,15
0,16
0,17
0,18
0,24
0,28
0,29
0,32
0,35
0,38
0,42
0,44
0,46
0,47
0,48
0,50
0,59
0,60
0,64
0,67
0,70
0,71
0,72
0,75
0,78
0,79
0,80
0,84
0,85
0,87
0,89
0,95
0,99
1,4
1,7
1,8
1,9
1,11
1,13
1,15
1,19
1,24
1,27
1,34
1,46
1,73
1,93
2,4
2,5
2,6
2,16
2,31
2,51
2,55
2,56
2,76
2,96
3,12
3,14
4,5
4,7
4,8
4,10
4,12
4,14
4,16
4,20
4,22
4,27
4,28
4,30
4,43
4,44
4,49
4,51
4,52
4,55
4,56
4,59
4,63
4,69
4,70
4,71
4,81
4,86
4,88
4,91
4,93
4,98
5,6
5,9
5,12
5,29
5,31
5,60
5,79
5,80
5,81
5,98
6,17
6,21
6,27
6,34
6,52
6,72
6,73
7,10
7,11
7,21
7,23
7,36
7,38
7,45
7,66
7,95
8,11
8,13
8,15
8,21
8,23
8,24
8,26
8,29
8,36
8,41
8,42
8,46
8,47
8,51
8,54
8,56
8,58
8,67
8,78
9,10
9,20
9,23
9,28
9,30
9,33
9,35
9,37
9,41
9,71
9,94
10,61
11,45
11,82
11,86
11,95
12,30
12,60
12,80
13,19
13,20
13,82
13,90
14,18
15,17
15,22
15,49
15,52
15,57
17,18
17,19
17,25
17,26
17,31
17,32
17,99
18,25
18,39
18,64
18,83
19,75
20,22
20,26
20,58
20,91
21,25
21,36
21,61
22,32
22,50
23,40
23,54
23,57
24,58
24,97
26,39
26,44
26,48
26,73
26,74
26,93
26,96
27,37
27,53
27,55
27,65
27,68
27,87
28,33
28,35
29,38
29,48
29,49
29,62
29,76
29,86
29,92
30,33
30,42
30,43
30,53
30,63
30,90
30,92
31,34
31,37
31,47
33,67
33,69
34,45
34,66
34,72
34,97
35,40
35,63
35,96
36,39
36,40
36,41
36,43
36,57
36,59
36,64
36,89
36,94
38,50
40,54
40,62
42,53
43,84
44,85
44,89
46,76
46,88
47,62
47,79
48,74
51,77
55,66
55,81
55,99
58,65
58,84
58,97
59,61
59,85
59,88
61,68
61,87
61,98
63,65
63,70
63,74
63,82
64,91
64,94
65,68
65,69
65,77
66,83
68,77
71,75
71,83
71,92
75,78
86,90
