src,dst
0,1
0,2
0,3
0,4
0,8
0,11
0,12
0,14
0,16
0,18
0,22
0,23
0,24
0,25
0,26
0,29
0,31
0,37
0,38
0,39
0,40
0,42
0,55
0,56
0,59
0,64
0,69
0,72
0,73
0,75
0,76
0,84
0,87
0,94
1,4
1,5
1,8
1,14
1,15
1,17
1,21
1,30
1,41
1,42
1,77
2,4
2,5
2,7
2,8
2,9
2,10
2,13
2,15
2,24
2,27
2,28
2,33
2,34
2,37
2,48
2,50
2,54
2,79
2,81
2,88
3,5
3,6
3,9
3,11
3,17
3,19
3,31
3,32
3,35
3,44
3,49
3,53
3,57
3,67
3,69
3,71
3,73
3,78
3,83
3,91
3,95
4,6
4,7
4,9
4,10
4,11
4,21
4,26
4,36
4,43
4,47
4,57
4,61
4,65
4,70
4,71
4,74
4,90
5,6
5,18
5,29
5,53
5,62
5,67
5,80
5,86
5,92
5,98
6,7
6,10
6,12
6,14
6,17
6,28
6,30
6,46
6,60
6,94
7,89
8,12
8,16
8,21
8,27
8,30
8,49
8,51
8,63
9,24
9,26
9,36
9,54
9,59
9,61
9,73
10,19
10,20
10,22
10,41
10,66
10,78
11,13
11,15
11,16
11,20
11,23
11,29
11,31
11,43
11,46
11,54
11,63
11,70
11,78
11,99
12,13
12,34
12,39
12,45
12,47
12,61
12,79
12,84
13,18
13,20
13,22
13,35
13,58
13,68
13,98
14,25
15,19
15,33
16,23
16,38
17,37
17,48
17,67
17,81
18,33
18,63
18,66
18,90
20,62
22,50
22,51
22,52
22,59
22,68
22,97
23,27
23,32
23,45
23,64
23,74
23,76
23,92
24,25
24,28
24,34
24,40
24,42
24,64
24,65
24,88
24,89
25,96
26,83
27,32
27,39
27,53
27,57
27,80
29,43
29,45
29,48
29,76
29,82
29,87
30,36
31,44
31,55
31,60
31,89
31,91
32,80
32,99
33,68
34,35
34,40
34,47
34,52
34,66
34,74
34,87
34,90
36,81
37,38
37,51
37,75
38,50
38,95
39,41
39,44
39,62
39,77
40,58
41,49
41,69
42,56
42,65
42,75
42,84
42,93
43,46
43,82
43,93
46,52
47,58
47,70
47,72
47,77
47,79
47,91
48,85
51,55
51,82
54,98
55,56
55,88
56,60
56,97
57,97
58,85
60,83
61,86
61,93
61,99
64,72
64,96
66,85
66,95
68,71
74,92
75,86
80,94
85,96
