src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,9
0,10
0,11
0,12
0,13
0,17
0,22
0,23
0,26
0,28
0,29
0,31
0,35
0,37
0,39
0,43
0,44
0,46
0,57
0,60
0,62
0,65
0,66
0,67
0,69
0,73
0,87
1,4
1,5
1,6
1,7
1,9
1,25
1,29
1,32
1,34
1,41
1,53
1,54
1,58
1,93
2,8
2,16
2,21
2,27
2,42
2,54
2,65
2,76
2,87
2,88
3,4
3,47
3,77
3,78
4,5
4,7
4,8
4,9
4,12
4,15
4,18
4,25
4,51
5,6
5,10
5,11
5,14
5,15
5,17
5,20
5,21
5,30
5,34
5,37
5,42
5,43
5,45
5,55
5,60
5,61
5,82
5,91
5,95
5,96
6,7
6,22
6,35
6,55
6,63
6,85
7,11
7,18
7,27
7,56
7,59
7,75
8,10
8,19
8,22
8,35
8,38
8,41
8,45
8,51
8,66
8,94
8,99
9,14
9,15
9,32
9,36
9,40
9,73
9,95
10,12
10,13
10,14
10,17
10,20
10,28
10,42
10,46
10,49
10,52
10,89
11,16
11,18
11,21
11,23
11,26
11,29
11,49
11,51
11,53
11,57
11,71
11,77
11,79
11,80
11,83
11,90
11,91
11,99
12,13
12,30
12,32
12,34
12,44
12,50
12,58
12,78
12,90
12,95
13,19
14,16
14,24
14,47
14,79
15,20
15,27
15,41
15,71
16,24
16,37
16,63
16,68
16,72
17,19
17,31
17,55
17,59
17,76
17,81
17,97
18,31
18,33
18,59
18,60
18,64
18,68
20,23
20,26
20,36
20,54
20,80
20,85
21,25
21,33
21,39
21,40
21,57
21,67
21,79
21,93
21,97
22,28
22,50
22,83
22,92
23,24
23,33
23,49
23,64
23,69
23,91
23,92
24,30
24,43
24,52
24,80
25,64
26,62
27,40
27,63
27,88
27,89
28,82
29,52
30,36
30,62
30,71
30,86
32,56
32,58
32,65
33,44
33,47
33,61
33,98
35,84
36,38
36,61
37,38
37,45
37,46
38,39
38,48
38,53
38,67
38,74
38,75
39,82
39,86
40,69
40,74
40,77
40,94
41,90
42,56
44,48
44,50
44,96
45,68
45,72
45,76
46,48
46,66
46,72
47,70
47,88
48,98
52,74
52,78
53,73
54,75
56,84
57,89
57,98
58,70
58,96
59,81
60,85
64,70
64,81
66,97
67,92
72,84
72,87
75,83
79,93
80,86
81,94
89,99
