src,dst
0,1
0,2
0,3
0,4
0,5
0,7
0,8
0,11
0,14
0,18
0,21
0,23
0,24
0,27
0,28
0,32
0,40
0,44
0,46
0,47
0,52
0,57
0,65
0,70
0,71
0,72
0,73
0,81
0,87
0,90
0,92
0,95
0,98
1,5
1,6
1,8
1,9
1,12
1,19
1,20
1,22
1,23
1,26
1,29
1,33
1,34
1,37
1,38
1,51
1,54
1,55
1,62
1,68
1,80
1,89
1,95
2,4
2,6
2,11
2,30
3,4
3,5
3,6
3,7
3,10
3,12
3,14
3,17
3,19
3,20
3,22
3,29
3,36
3,40
3,41
3,51
3,65
3,67
3,91
4,10
4,13
4,15
4,17
4,33
4,40
4,48
4,49
4,52
4,64
4,76
4,81
4,93
5,8
5,9
5,13
5,17
5,20
5,21
5,24
5,25
5,26
5,30
5,32
5,34
5,36
5,53
5,61
5,69
5,75
5,77
5,94
5,95
5,99
6,7
6,35
6,50
6,62
7,9
7,12
7,27
7,34
7,42
7,44
8,13
8,14
8,18
8,23
8,31
8,37
8,39
8,42
8,45
8,50
8,53
8,58
8,61
8,86
9,10
9,31
9,38
9,41
9,56
9,66
9,69
10,11
10,24
10,78
11,32
12,30
12,35
12,36
12,49
12,77
12,79
12,85
12,88
13,15
13,16
13,18
13,19
13,25
13,33
13,50
14,15
14,16
14,26
14,28
14,52
14,57
14,61
14,74
14,82
14,83
14,87
14,88
14,89
14,91
15,16
15,31
15,70
15,74
15,77
16,63
16,72
17,84
18,39
19,21
19,39
19,60
19,81
20,22
20,42
20,43
20,64
20,75
21,25
21,28
21,97
22,58
23,70
23,71
24,27
24,29
24,41
24,54
24,59
24,98
25,45
25,93
25,99
26,38
26,62
26,63
26,65
26,67
26,97
27,55
27,56
27,59
27,64
27,66
28,72
29,35
29,44
29,49
29,91
29,97
30,78
30,86
30,98
31,46
31,55
31,82
32,43
32,60
32,73
33,37
36,76
37,45
37,60
38,47
38,56
38,74
39,83
40,43
40,47
40,63
40,68
41,48
42,46
42,82
43,58
45,48
45,53
46,57
46,75
46,94
48,83
49,51
49,68
49,96
50,59
50,78
51,79
52,54
52,84
53,67
53,84
53,85
53,96
54,66
55,89
56,76
57,71
57,80
57,99
59,73
59,85
59,92
61,86
61,90
63,80
63,92
65,69
67,79
67,93
75,94
77,88
79,87
85,90
91,96
