src,dst
0,1
0,2
0,3
0,4
0,6
0,7
0,8
0,10
0,12
0,15
0,16
0,18
0,20
0,26
0,42
0,46
0,69
0,73
0,76
0,77
0,78
0,80
0,82
0,87
0,89
1,4
1,5
1,8
1,14
1,30
1,32
1,33
1,35
1,37
1,38
1,55
1,68
1,80
2,7
2,9
2,27
2,62
2,76
2,83
2,92
2,97
3,4
3,5
3,6
3,19
3,25
3,26
3,27
3,38
3,46
3,60
3,64
3,66
3,73
3,85
3,87
3,96
3,97
3,98
4,5
4,6
4,7
4,11
4,12
4,14
4,16
4,20
4,23
4,24
4,28
4,32
4,41
4,47
4,54
4,55
4,56
4,64
4,67
4,71
4,72
4,73
4,89
5,8
5,9
5,10
5,11
5,13
5,14
5,15
5,17
5,21
5,23
5,31
5,35
5,36
5,39
5,43
5,44
5,49
5,50
5,51
5,52
5,71
5,82
5,93
6,10
6,17
6,21
6,28
6,34
6,41
6,48
6,49
6,95
6,96
7,22
7,29
7,42
7,49
7,50
7,54
7,58
7,60
7,62
7,99
8,9
8,11
8,12
8,13
8,22
8,29
8,72
8,75
8,85
9,41
10,24
10,25
10,29
10,34
10,45
10,65
10,74
10,77
10,86
10,90
10,98
11,19
11,21
11,59
12,13
12,15
12,25
12,37
12,40
12,44
12,46
12,50
12,70
13,30
13,32
13,38
13,58
13,93
14,16
14,17
14,18
14,19
14,36
14,47
14,59
14,76
14,79
14,80
16,18
16,22
16,83
16,92
17,63
18,20
18,61
18,69
18,87
19,68
19,78
20,35
20,84
20,94
21,27
21,30
22,23
22,33
22,39
22,53
22,57
22,58
22,60
22,74
22,81
23,24
23,26
23,31
23,33
23,37
23,64
23,67
23,86
24,36
24,40
24,51
25,42
25,61
25,63
25,81
26,28
26,31
26,45
26,98
27,34
27,57
27,94
28,45
29,44
29,70
30,53
30,68
30,85
32,88
34,53
35,39
35,59
35,67
35,81
35,83
35,94
36,48
36,56
36,82
37,91
38,40
39,71
40,43
40,52
40,66
40,70
40,91
41,86
42,43
42,54
42,90
43,75
43,89
44,47
44,48
44,55
44,61
44,92
45,51
45,88
46,57
46,63
46,78
46,88
46,90
46,99
47,52
47,56
47,65
47,69
47,75
47,93
48,62
51,97
54,79
58,72
60,65
60,66
64,77
65,74
66,84
67,95
69,95
71,84
75,91
76,79
94,96
98,99
