src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,10
0,12
0,13
0,14
0,16
0,17
0,18
0,19
0,20
0,21
0,22
0,23
0,24
0,27
0,35
0,37
0,41
0,42
0,44
0,46
0,53
0,58
0,65
0,66
0,75
0,77
0,78
0,81
0,86
0,95
0,97
1,5
1,7
1,11
1,13
1,61
1,72
1,83
1,84
2,4
2,6
2,7
2,8
2,9
2,17
2,19
2,22
2,28
2,29
2,30
2,33
2,34
2,36
2,38
2,42
2,54
2,57
2,64
2,67
2,85
2,89
3,4
4,5
4,6
4,11
4,13
4,15
4,24
4,25
4,26
4,30
4,31
4,44
4,49
4,60
4,64
4,69
4,70
4,74
4,82
4,88
4,89
4,94
5,8
5,9
5,10
5,12
5,14
5,18
5,26
5,30
5,40
5,45
5,48
5,54
5,59
5,60
5,69
5,79
5,92
6,9
6,10
6,16
6,32
6,34
6,38
6,53
6,62
6,68
6,73
6,87
6,93
6,97
7,11
7,22
7,45
7,50
7,88
8,15
8,17
8,21
8,28
8,31
8,73
8,98
9,12
9,46
9,47
9,55
9,63
9,68
9,98
10,35
10,38
10,43
10,45
10,56
10,65
10,76
11,27
11,76
11,78
12,16
12,32
12,46
12,51
12,53
12,68
12,80
13,14
13,15
13,18
13,19
13,29
13,34
13,36
13,39
13,47
13,49
13,65
13,79
13,80
14,23
14,27
14,47
15,70
15,93
16,20
16,21
16,23
16,41
16,54
16,78
16,84
16,85
16,96
17,20
17,24
17,26
18,43
18,62
18,72
18,75
19,36
19,42
19,48
19,50
19,71
19,86
19,88
19,96
20,40
21,29
21,33
21,39
21,73
22,25
22,31
22,39
22,51
24,25
24,33
24,35
24,37
24,99
25,28
25,37
25,48
25,55
25,59
25,62
25,67
25,85
26,52
27,97
28,41
29,32
29,98
31,58
31,99
32,49
32,72
32,95
33,57
33,74
33,83
34,52
34,77
35,90
36,50
36,66
36,87
36,94
36,99
37,40
37,43
37,75
37,91
38,52
38,74
39,55
39,61
40,44
40,57
40,77
40,92
42,71
43,59
43,63
44,64
46,66
46,76
47,61
47,79
47,81
48,67
48,82
49,87
49,95
50,51
51,56
53,56
53,58
53,63
53,81
53,94
57,93
59,60
59,92
60,69
63,70
63,71
63,82
64,84
68,86
76,83
77,90
79,80
79,89
79,91
81,90
83,91
91,96
