src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,9
0,11
0,13
0,26
0,27
0,28
0,33
0,43
0,47
0,54
0,63
0,65
0,69
0,74
0,77
0,82
0,98
1,4
1,5
1,6
1,7
1,13
1,18
1,21
1,28
1,35
1,48
1,49
1,61
1,67
1,82
1,88
1,89
1,91
1,92
1,94
2,38
2,42
3,4
3,5
3,8
3,14
3,21
3,24
3,26
3,29
3,33
3,37
3,54
3,59
3,66
3,73
3,80
3,92
4,8
4,11
4,12
4,23
4,25
4,42
4,45
4,61
4,62
4,79
4,82
4,87
4,89
4,97
5,6
5,7
5,15
5,16
5,22
5,24
5,25
5,29
5,37
5,42
5,44
5,50
5,51
5,77
5,90
5,93
5,96
5,99
6,8
6,9
6,10
6,15
6,20
6,22
6,34
6,39
6,50
6,65
6,70
6,72
6,80
6,86
7,9
7,48
7,55
7,77
7,80
8,10
8,11
8,12
8,15
8,16
8,18
8,31
8,32
8,41
8,43
8,45
8,54
8,56
8,81
8,83
8,93
9,10
9,12
9,19
9,30
9,35
9,37
9,56
9,60
9,62
9,63
9,64
9,79
9,83
9,88
10,28
10,29
10,53
10,76
12,13
12,14
12,17
12,19
12,20
12,30
12,32
12,41
12,46
12,49
12,78
12,81
12,85
13,14
13,17
13,18
13,27
13,44
13,70
14,17
15,16
15,36
15,40
15,47
15,53
15,58
15,65
15,68
15,75
15,91
15,96
16,24
16,38
16,46
16,50
16,56
16,57
16,90
17,19
17,20
17,23
17,25
17,34
17,36
17,40
17,48
17,51
17,53
17,55
17,60
17,64
17,70
17,74
17,86
18,22
18,58
18,60
18,94
18,97
19,46
19,88
20,21
20,52
20,84
21,33
21,67
22,23
22,27
22,30
22,40
22,41
22,45
22,52
22,62
22,84
22,85
23,39
23,47
24,44
24,59
24,78
24,79
24,96
25,26
25,38
25,52
25,61
25,95
25,97
26,36
26,59
27,34
27,71
27,75
27,76
27,92
28,32
28,39
28,72
28,78
28,81
29,31
29,49
29,68
30,31
30,63
33,35
33,57
33,68
33,76
34,66
34,93
35,57
35,64
36,43
37,71
38,58
39,74
39,87
40,73
42,66
44,71
45,51
46,67
46,69
46,86
46,95
50,87
52,55
54,89
55,83
58,99
60,69
60,94
66,72
66,75
67,91
68,73
68,84
69,85
69,99
75,98
78,90
81,98
84,95
