src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,8
0,9
0,10
0,11
0,17
0,20
0,23
0,33
0,43
0,44
0,51
0,64
0,69
0,72
0,75
0,79
0,81
0,82
0,88
0,97
1,6
1,21
1,22
1,27
1,31
1,34
1,47
1,54
1,68
1,82
1,96
2,4
2,5
2,7
2,21
2,23
2,76
3,4
3,8
3,15
3,18
3,25
3,53
3,61
3,92
4,5
4,9
4,10
4,11
4,13
4,14
4,20
4,23
4,32
4,39
4,47
4,51
4,52
4,57
4,66
4,91
4,92
5,6
5,7
5,9
5,11
5,14
5,19
5,21
5,41
5,49
5,62
5,74
5,75
6,7
6,10
6,12
6,15
6,16
6,29
6,30
6,35
6,38
6,40
6,49
6,51
6,52
6,55
6,94
7,8
7,13
7,16
7,18
7,22
7,26
7,29
7,36
7,42
7,44
7,65
7,82
7,91
7,96
8,24
8,31
8,41
8,42
8,46
8,64
8,90
8,94
9,12
9,63
9,84
10,19
10,22
10,32
10,79
10,83
11,12
11,13
11,14
11,24
11,27
11,28
11,36
11,54
11,71
12,15
12,16
12,17
12,25
12,34
12,41
12,65
13,80
13,83
13,89
14,26
14,93
15,24
15,30
15,37
15,46
15,72
15,77
15,88
15,93
16,17
16,18
16,19
16,20
16,28
16,40
16,44
16,48
16,59
16,68
16,91
16,98
17,98
18,56
19,32
20,34
20,57
20,66
21,38
21,46
21,59
21,60
21,70
21,75
21,95
22,25
22,28
22,33
22,39
22,55
22,64
22,89
23,37
23,48
23,96
24,26
24,27
24,30
24,38
24,73
24,97
25,42
25,76
26,29
26,49
26,61
26,63
26,73
26,79
26,83
27,31
28,36
28,48
28,59
28,98
29,40
29,43
29,47
29,52
29,74
29,95
30,35
30,39
30,97
31,43
31,53
31,84
31,85
32,33
32,69
32,72
32,73
33,35
33,63
33,67
34,45
34,60
34,61
35,37
35,45
35,58
35,74
36,62
36,77
36,84
36,90
37,54
37,71
38,60
38,62
39,50
41,45
41,86
42,70
42,81
42,93
43,50
43,68
43,76
44,50
45,56
45,58
45,78
46,53
46,70
46,99
49,56
50,81
50,89
51,78
51,80
53,55
53,65
53,66
53,77
53,85
54,71
55,57
55,58
55,86
55,87
57,67
60,85
61,69
62,87
63,67
66,78
67,95
71,80
74,87
76,92
80,86
83,90
85,88
85,99
87,94
98,99
