src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,9
0,10
0,12
0,15
0,16
0,20
0,22
0,25
0,31
0,33
0,34
0,42
0,51
0,52
0,60
0,65
0,69
0,76
0,77
0,78
0,86
0,89
2,4
2,7
2,8
2,11
2,13
2,14
2,17
2,19
2,20
2,22
2,28
2,30
2,32
2,33
2,47
2,55
2,57
2,58
2,59
2,60
2,61
2,68
2,70
2,76
2,99
3,4
3,5
3,8
3,9
3,17
3,25
3,40
3,45
3,47
3,49
3,55
3,57
3,69
3,79
3,87
3,99
4,5
4,6
4,7
4,8
4,11
4,12
4,15
4,16
4,18
4,27
4,32
4,39
4,41
4,87
4,88
4,93
5,6
5,9
5,10
5,19
5,24
5,34
5,35
5,45
5,62
5,71
5,74
5,81
5,82
5,96
5,98
6,7
6,11
6,14
6,17
6,23
6,27
6,83
6,93
7,13
7,14
7,19
7,20
7,21
7,23
7,42
7,47
7,52
7,63
7,65
8,10
8,16
8,18
8,24
8,28
8,37
8,39
8,50
8,59
8,62
8,81
8,83
8,85
8,96
9,48
9,55
10,12
10,13
10,26
10,43
10,46
10,53
10,75
10,94
10,95
11,29
11,36
11,46
11,59
11,71
11,88
12,40
12,43
12,70
13,15
13,18
13,29
13,35
13,72
14,21
14,22
14,24
14,30
14,57
14,58
14,67
14,70
14,75
14,77
14,80
14,93
14,97
15,23
15,26
15,54
15,98
16,32
16,38
16,41
16,44
16,48
16,50
16,51
16,56
16,84
16,91
18,21
18,25
18,29
18,31
18,38
18,41
18,60
18,71
18,74
18,76
18,87
19,52
19,66
19,90
20,33
20,49
21,28
21,34
21,38
21,43
22,27
22,30
22,40
22,44
22,50
22,79
22,89
23,48
24,26
24,37
24,46
24,63
24,92
24,96
25,56
26,62
26,67
27,66
28,39
28,73
29,56
29,64
30,31
30,36
30,37
30,44
30,51
30,53
31,73
32,36
33,35
33,53
33,65
33,75
34,49
34,84
35,42
35,45
35,64
35,80
36,79
38,68
38,81
38,84
39,91
39,94
40,58
41,90
44,61
45,64
45,97
46,94
47,82
48,88
49,54
49,61
49,69
49,77
49,86
49,90
50,54
51,74
51,78
51,85
53,91
53,95
57,73
58,63
58,66
58,68
58,80
58,83
59,67
60,82
62,85
67,86
67,97
70,72
71,72
75,78
81,92
85,92
85,99
86,89
87,98
91,95
