src,dst
0,1
0,2
0,3
0,5
0,6
0,7
0,9
0,15
0,18
0,19
0,34
0,63
0,64
0,67
0,86
0,92
1,4
1,8
1,10
1,11
1,12
1,14
1,15
1,18
1,19
1,20
1,21
1,22
1,30
1,37
1,40
1,44
1,49
1,50
1,59
1,80
1,87
1,88
2,4
2,5
2,6
2,7
2,17
2,23
2,27
2,28
2,39
2,48
2,58
2,59
2,63
2,68
2,82
2,85
2,92
3,4
3,21
3,25
3,49
3,62
3,80
4,5
4,6
4,9
4,10
4,13
4,14
4,16
4,23
4,24
4,31
4,33
4,36
4,42
4,55
4,59
4,71
4,89
5,7
5,8
5,11
5,13
5,16
5,17
5,22
5,27
5,29
5,32
5,38
5,42
5,45
5,52
5,56
5,67
5,79
5,81
5,83
5,90
5,91
6,9
6,10
6,12
6,16
6,18
6,34
6,39
6,48
6,77
6,82
6,84
6,97
7,8
7,11
7,14
7,15
7,25
7,33
7,35
7,43
7,50
7,53
7,61
7,68
7,75
7,78
8,17
8,26
8,28
8,36
8,40
8,43
8,69
8,70
8,72
8,78
8,81
8,88
8,89
9,20
9,32
11,12
11,13
11,19
11,20
11,28
11,29
11,37
11,38
11,52
11,60
12,24
12,46
12,54
12,61
12,65
13,24
13,31
13,46
13,51
13,54
13,72
13,93
13,98
14,35
14,41
14,68
14,69
14,92
15,22
15,25
15,26
15,49
15,70
15,98
16,23
16,41
17,21
17,32
17,38
17,43
17,44
17,46
17,47
17,55
17,76
18,47
19,30
19,42
19,53
19,62
19,77
19,99
20,31
20,34
20,51
20,75
20,94
21,27
21,66
21,73
21,74
21,85
21,94
22,95
23,36
23,47
23,57
23,66
23,74
23,84
23,99
24,26
24,35
24,58
24,65
24,87
24,97
25,29
25,44
25,45
25,57
25,60
25,61
27,51
27,53
27,71
27,77
27,83
27,93
28,33
28,65
28,66
28,80
29,30
29,39
30,50
30,87
30,98
31,40
31,73
33,41
33,52
33,57
33,60
33,76
34,70
35,71
35,90
36,37
36,75
36,96
38,97
41,69
42,99
43,45
43,54
44,94
45,73
46,48
46,81
48,58
49,56
49,64
49,67
51,55
51,93
52,85
53,63
53,91
54,56
54,76
56,74
60,62
61,64
62,84
65,95
67,78
68,83
69,72
69,88
69,96
70,95
71,86
74,79
74,89
76,79
80,82
81,96
82,86
82,90
86,91
