src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,10
0,12
0,13
0,17
0,21
0,23
0,24
0,25
0,37
0,38
0,40
0,58
0,60
0,65
0,67
0,73
0,75
0,76
0,82
0,97
1,4
1,8
1,11
1,77
1,83
1,96
2,4
2,5
2,7
2,8
2,13
2,15
2,18
2,26
2,27
2,29
2,51
2,56
2,57
2,72
2,78
2,82
2,90
2,97
3,64
4,5
4,6
4,7
4,8
4,9
4,10
4,14
4,16
4,25
4,28
4,33
4,41
4,54
4,68
4,71
4,75
4,91
4,99
5,6
5,10
5,14
5,15
5,16
5,20
5,33
5,35
5,44
5,76
5,90
5,93
6,9
6,22
6,34
6,41
6,42
6,50
6,58
6,60
6,62
6,87
6,88
6,90
7,20
7,21
7,26
7,38
7,53
7,55
7,87
7,92
7,94
8,9
8,11
8,12
8,13
8,17
8,22
8,23
8,30
8,37
8,42
8,48
8,50
8,60
8,63
8,64
8,65
8,66
8,69
8,70
8,72
8,82
8,88
8,89
9,18
9,19
9,21
9,49
9,98
10,11
10,12
10,18
10,23
10,32
10,39
10,49
10,66
10,76
10,81
10,92
10,93
11,36
11,70
12,20
12,45
12,56
13,14
13,19
13,31
13,53
14,15
14,16
14,29
14,48
14,51
14,70
14,72
14,79
15,19
15,24
15,35
15,57
15,80
15,85
16,17
16,30
16,32
16,46
16,47
16,98
17,25
17,33
17,36
17,39
17,61
17,68
17,71
17,77
17,80
17,86
18,22
18,27
18,29
18,47
18,81
19,58
19,73
19,74
20,27
20,55
20,74
20,85
21,32
21,46
21,52
21,78
21,84
22,24
22,26
22,28
22,39
22,83
22,85
23,28
23,35
23,44
23,91
24,34
24,43
24,83
25,40
25,48
26,31
26,34
26,43
26,93
26,97
27,30
27,31
27,54
27,95
28,41
28,46
28,57
28,79
28,86
28,96
29,47
29,64
29,81
30,36
30,40
30,45
30,54
30,63
30,95
31,50
32,37
32,42
32,43
32,52
32,69
32,88
33,52
33,69
34,38
34,53
34,63
35,59
36,44
36,84
36,91
38,45
39,62
39,68
39,92
39,95
40,86
41,66
41,79
41,84
42,61
43,51
44,49
44,71
46,65
48,56
48,59
49,55
50,75
51,96
52,80
53,59
55,77
55,99
57,94
60,61
60,62
60,67
60,74
64,67
64,94
65,89
66,78
67,89
67,99
72,73
80,87
82,98
