normalized_degree,clustering_coefficient,posts_per_day,likes_per_post,follower_ratio,age,years_riding,miles_ridden,bikes_owned,avg_displacement,avg_msrp,label
0.2727272727272727,0.07407407407407407,1.5955510362189802,1296.3241884757101,4.9285693544421125,21.527305099847325,4,2125.196226768314,3,422.032915671125,13149.438564351913,1
0.0707070707070707,0.14285714285714285,0.12798158894713318,173.01082014064312,1.2295073821697655,25.868195808505895,5,6200.345291349922,2,1120.2336280171885,21831.7818536186,0
0.1919191919191919,0.1111111111111111,0.9975749507666549,951.9910416172659,2.73998511114413,33.21082941058556,2,2700.997089400882,3,704.6366140348185,12960.598186947023,1
0.020202020202020204,0.0,-0.016240954651495915,149.07515029570027,0.8876727326090792,21.60715239540321,5,2813.3200518455237,0,616.2081829339899,9667.907767640167,0
0.21212121212121213,0.10476190476190476,0.9922002683084717,471.24241879975716,4.222512048116049,22.86485989455006,2,2914.6104052726896,6,1143.4506722018496,9312.168557750274,1
0.15151515151515152,0.18095238095238095,0.48711071719058285,1136.919572496007,5.964416159238805,24.350780284512215,2,2131.081527688738,3,944.4154508822414,25472.325716338753,1
0.15151515151515152,0.08571428571428572,0.2476144661560402,872.0461231351134,1.8624879961001097,20.947791075637184,2,2505.0382363242097,5,836.3737310123631,6913.835363880091,1
0.12121212121212122,0.10606060606060606,1.7472812892449388,1075.4788494680665,3.6050988590352038,21.570052122209088,1,1892.1145324190643,7,906.1949772083872,29059.937124501845,1
0.26262626262626265,0.03076923076923077,0.3487686870182004,1257.7012351656258,4.409302050387628,28.56210164323887,3,1986.5800743806183,5,1034.1701461734626,23525.525796266153,1
0.08080808080808081,0.07142857142857142,0.10892089654612927,212.60772451097853,1.063097604634257,28.793410640532066,0,5347.0877494809065,2,532.4847082000119,22914.347801910495,0
0.15151515151515152,0.09523809523809523,0.8103390112124708,915.3627130595395,7.839280540538905,25.195255146288662,3,2220.726704984525,3,1087.643323105688,40053.618713887976,1
0.050505050505050504,0.2,0.0016530314408559066,242.83582009497093,0.9273099942883891,28.55190833038329,0,5177.34154288711,2,672.443368302369,15948.014614069574,0
0.06060606060606061,0.06666666666666667,0.10983749982309368,190.1087502498215,0.9893899482314986,41.69526257898168,2,3492.321713532545,3,615.6972679139809,8119.735481380505,0
0.0707070707070707,0.09523809523809523,0.04417607570106198,241.40640929635634,1.0323472444180153,19.647326381006252,1,5694.832549251573,0,722.5440393645922,22392.251508064983,0
0.1111111111111111,0.07272727272727272,0.7477824546368035,829.8668663082673,5.9906328550189905,15.098640114968175,5,1915.8368802137434,5,640.6660873210321,21258.963927834644,1
0.09090909090909091,0.1111111111111111,1.0113826077230608,823.1765954860999,5.174663719881826,23.503668774830437,0,2014.7397867133973,3,660.8868463301418,43708.85762644601,1
0.09090909090909091,0.08333333333333333,0.8903020412204742,985.7022245183016,2.0725668556926764,23.13168122465719,3,1984.951854441545,6,672.4406535573787,17330.905538260715,1
0.13131313131313133,0.02564102564102564,1.0736115349012862,1318.609712253015,6.008206339669714,23.869659046313114,4,1803.144273207204,4,643.4934997643779,12924.262145633698,1
0.08080808080808081,0.17857142857142858,0.18043786701242295,204.67438041196306,0.9886969561136997,33.674046172515155,8,2228.6162934584186,1,618.1222905831062,22309.7161047252,0
0.06060606060606061,0.0,0.1273103386635187,153.04222003241966,0.9609649077949105,32.82767553869336,4,9421.274813341439,4,729.3891362314184,26866.27935611781,0
0.0707070707070707,0.047619047619047616,0.0811895377253036,170.51095377744923,0.9367853193808291,26.769397255972585,5,5892.7666322175855,2,587.5835306185049,11704.404450556342,0
0.08080808080808081,0.07142857142857142,0.12954625537517978,191.83179134527452,1.1590157924639182,37.46983842549405,6,6257.6747176856,2,535.4368996492784,26077.109468247625,0
0.09090909090909091,0.027777777777777776,0.5840562600874595,1311.7853399597384,3.651108608091715,20.89497769549654,3,1927.3060627651257,0,403.1226897892723,29830.99671888411,1
0.0707070707070707,0.047619047619047616,0.18635042800301566,247.51262081734706,0.7924611571863898,50.789411214949936,6,5091.100677932831,1,594.3991513840639,29542.569711796725,0
0.06060606060606061,0.06666666666666667,0.08755390032721003,202.53555282511525,1.1828217550133844,19.52246760690206,-1,7837.418754090352,0,794.6274602268575,16005.194990654529,0
0.050505050505050504,0.3,0.049722154250213896,198.88855662007492,1.169515174268542,20.5638172570319,5,5099.70866483763,2,608.5537736157431,15591.907910733615,0
0.08080808080808081,0.07142857142857142,0.05901118633072366,71.55513663662347,0.9183168042675302,53.46371235037818,3,1275.359995789032,1,509.49083626088503,18605.155199569665,0
0.0707070707070707,0.14285714285714285,0.09404998668747697,169.81007705743684,1.3559093772394373,30.74277761574151,0,8009.3827823949705,3,318.0674490619819,23629.185172080804,0
0.09090909090909091,0.05555555555555555,1.7695622459914662,801.7359312401652,3.4172218443109585,21.856798252281564,2,2126.095872854181,1,1082.0083639458471,24606.3685325672,1
0.06060606060606061,0.2,0.17992896938983624,205.15546679278634,1.1556553553980244,22.581769052581105,4,5139.89832714468,2,512.8856817406529,19475.785124905742,0
0.09090909090909091,0.08333333333333333,0.10312131939335692,275.725820778633,0.8931818859717195,16.83757019099417,4,5497.691745046135,3,695.5564257340645,21567.533441257092,0
0.04040404040404041,0.0,0.09281002115646021,261.0643989245155,1.0437154993766737,34.49757811304987,6,6575.998836340674,2,740.6311942017958,32595.6897651748,0
0.09090909090909091,0.027777777777777776,0.12686871070466205,160.87809687394386,0.7086814942350892,37.56391388307922,7,3923.3733835384046,3,647.4743765951708,21327.886174591305,0
0.050505050505050504,0.1,0.05320135393697671,182.89529485948293,0.6727923131109992,34.184071265971006,0,6469.0665002104,1,753.2487133933726,27900.334308308302,0
0.06060606060606061,0.0,0.03495617614564381,136.69269183111967,0.8319887073628742,27.14884456731945,4,3637.454528730586,1,341.0643349005997,26730.692083990052,0
0.04040404040404041,0.16666666666666666,0.139933186658158,345.0248889369345,0.9242365959884451,23.20265700794632,3,6896.867842320194,2,528.8708608845559,10340.748436120366,0
0.06060606060606061,0.0,0.20173210388001772,213.17912020343024,1.146867177581505,20.216422296078207,3,4020.9456534501714,1,449.5493850443541,15588.295247316277,0
