src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,10
0,11
0,19
0,33
0,36
0,38
0,42
0,52
0,53
0,85
0,94
0,96
0,99
1,4
1,5
1,6
1,9
1,10
1,15
1,22
1,28
1,31
1,41
1,44
1,51
1,68
1,77
1,79
1,80
1,86
1,90
1,95
2,4
2,7
2,12
2,13
2,18
2,20
2,27
2,29
2,34
2,38
2,41
2,45
2,59
2,60
2,73
2,77
2,87
2,95
2,99
3,6
3,8
3,14
3,18
3,31
3,60
3,62
3,66
3,68
3,69
3,76
3,80
3,81
3,85
3,86
3,92
4,5
4,9
4,11
4,12
4,13
4,14
4,20
4,26
4,32
4,41
4,53
4,55
4,57
5,7
5,8
5,43
5,52
5,71
5,76
6,11
6,15
6,17
6,21
6,35
6,37
6,39
6,42
6,43
6,48
6,51
6,59
6,64
6,65
6,71
6,78
6,87
6,97
7,8
7,9
7,10
7,15
7,16
7,24
7,26
7,27
7,37
7,39
7,55
7,58
7,85
7,90
8,13
8,28
8,36
8,40
8,46
8,47
8,91
9,29
9,40
10,12
10,16
10,19
10,20
10,24
10,26
10,32
10,50
10,53
10,78
10,82
11,14
11,21
11,23
11,30
11,31
11,34
11,38
11,43
11,44
11,56
11,59
11,63
11,77
11,82
11,90
12,39
13,17
13,19
13,21
13,22
13,23
13,48
13,58
13,67
14,54
14,70
15,16
15,17
15,18
15,23
15,24
15,32
15,34
15,36
15,44
15,45
15,48
15,57
15,64
15,71
15,88
15,92
16,28
16,30
16,96
17,29
17,60
17,72
17,91
19,22
19,25
19,33
19,49
20,25
20,27
20,67
20,72
20,97
20,98
21,62
22,45
22,47
22,52
22,56
22,63
22,74
23,25
23,75
24,30
24,33
24,81
24,87
25,79
25,81
27,40
27,57
27,66
28,54
28,61
29,47
29,55
29,58
29,70
29,93
30,35
32,35
32,50
32,68
32,70
32,84
32,86
32,89
33,72
34,65
34,66
35,37
35,69
35,95
36,46
36,49
36,50
36,61
36,82
37,78
38,42
38,51
38,61
38,84
38,88
39,84
40,98
44,46
44,67
44,74
46,75
46,83
47,49
47,97
47,98
48,93
49,56
52,64
52,74
53,54
53,75
53,79
53,93
54,73
57,69
57,76
59,62
59,63
59,65
59,96
61,99
65,92
67,73
68,83
69,94
72,83
75,89
76,88
79,80
82,91
83,89
90,94
