src,dst
0,1
0,2
0,3
0,4
0,6
0,7
0,8
0,9
0,16
0,22
0,24
0,31
0,35
0,36
0,41
0,42
0,51
0,56
0,57
0,63
0,64
0,70
0,76
0,82
0,85
0,87
0,94
1,9
1,10
1,11
1,13
1,32
1,34
1,36
1,44
1,47
1,50
1,96
2,4
2,5
2,33
2,39
2,73
2,78
3,4
3,5
3,6
3,7
3,8
3,10
3,11
3,14
3,15
3,17
3,19
3,23
3,25
3,29
3,37
3,39
3,41
3,65
3,80
3,81
3,83
3,84
3,85
3,93
3,95
4,5
4,6
4,8
4,12
4,16
4,18
4,21
4,23
4,25
4,27
4,31
4,51
4,53
4,74
4,83
4,86
4,92
5,7
5,10
5,12
5,19
5,23
5,27
5,32
5,34
5,49
5,53
5,57
5,59
5,73
5,75
5,80
5,99
6,13
6,33
6,46
6,60
6,66
6,71
7,9
7,12
7,17
7,21
7,22
7,24
7,44
7,45
7,52
7,53
7,54
7,55
7,68
7,80
7,91
7,93
7,97
8,18
8,24
8,26
8,38
8,40
8,56
8,58
8,73
8,97
9,11
9,14
9,15
9,19
9,37
9,47
9,63
9,66
9,69
9,93
9,96
10,28
10,29
10,51
10,54
10,60
11,13
11,14
11,15
11,18
11,20
11,21
11,27
11,33
11,35
11,40
11,45
11,46
11,77
11,91
11,94
12,17
13,25
13,48
13,89
13,99
14,16
14,20
14,22
14,45
14,50
14,58
14,61
14,79
15,20
15,28
15,38
15,41
15,42
15,61
15,96
15,98
16,36
16,55
17,28
17,34
17,68
17,85
17,89
19,26
19,37
21,30
21,31
21,48
21,67
21,88
21,91
23,26
23,30
24,30
24,52
24,61
24,62
25,29
25,44
25,67
25,69
25,75
25,86
25,90
26,35
26,40
26,54
27,83
28,49
28,56
28,59
29,32
29,43
30,39
31,43
31,52
31,78
32,47
32,70
32,90
33,38
33,49
33,50
33,81
34,46
34,48
34,58
34,60
34,68
34,76
34,95
35,63
36,72
37,42
37,66
37,82
37,92
40,55
40,92
41,43
41,65
41,69
41,81
43,74
43,76
44,71
44,75
45,59
46,57
46,70
48,72
49,64
49,71
49,77
49,94
50,62
50,84
53,88
54,72
54,89
55,62
55,65
55,67
57,79
59,77
59,95
60,86
60,90
60,97
60,98
61,98
62,87
63,64
63,99
64,84
66,74
66,78
66,82
73,87
76,88
78,79
