src,dst
0,1
0,2
0,3
0,4
0,6
0,8
0,10
0,12
0,17
0,20
0,22
0,25
0,26
0,29
0,31
0,33
0,35
0,36
0,42
0,44
0,45
0,46
0,50
0,57
0,58
0,64
0,74
0,77
0,91
0,96
0,97
0,99
1,5
1,9
1,10
1,11
1,19
1,20
1,25
1,51
1,53
1,65
1,74
2,4
2,5
2,7
2,8
2,9
2,14
2,23
2,24
2,28
2,37
2,51
2,57
3,4
3,7
3,21
3,32
3,38
3,68
3,96
4,5
4,6
4,8
4,11
4,12
4,15
4,16
4,17
4,21
4,22
4,29
4,32
4,38
4,50
4,58
5,6
5,13
5,14
5,15
5,23
5,26
5,31
5,34
5,47
5,59
5,60
5,65
6,7
6,10
6,16
6,25
6,28
6,37
6,52
6,54
6,60
6,68
6,80
6,91
6,94
7,9
7,11
7,15
7,18
7,45
7,61
7,62
7,67
7,70
7,71
7,78
7,80
7,97
7,98
8,48
8,62
8,83
8,90
8,98
9,12
9,18
9,30
9,61
9,75
9,96
10,13
10,14
10,29
10,33
10,34
10,56
10,64
10,67
10,68
10,72
10,74
10,83
10,89
11,19
11,22
11,27
11,30
11,32
11,40
11,43
11,47
11,48
11,55
11,65
11,70
11,83
12,13
12,16
12,23
12,26
12,27
12,28
12,39
12,41
12,49
12,72
12,84
12,95
13,17
13,44
13,57
14,19
14,20
14,21
14,24
14,47
14,48
14,56
14,59
14,63
14,73
14,76
14,85
15,18
15,27
15,50
15,87
16,76
16,84
16,95
17,30
17,33
17,39
17,41
17,73
18,34
18,35
18,44
19,37
19,49
20,40
20,53
20,69
21,24
21,62
21,67
21,79
23,43
23,66
23,93
24,75
24,79
24,80
25,63
25,69
25,71
26,39
26,94
27,31
27,35
27,40
27,43
27,45
27,52
27,55
27,81
27,88
27,90
27,92
28,38
29,36
29,69
29,77
30,36
30,54
30,63
30,75
30,88
32,56
33,46
33,55
33,59
33,82
33,93
35,51
35,60
35,64
35,81
36,41
36,42
36,53
36,54
36,72
36,82
36,92
37,42
37,70
37,73
37,90
38,85
39,95
40,66
42,46
43,71
46,49
46,61
46,82
46,87
48,81
48,89
48,93
48,98
49,52
50,79
51,86
52,85
53,87
55,84
56,66
56,86
57,58
57,97
60,77
61,89
65,86
65,91
67,92
70,78
73,76
73,78
77,99
78,99
82,88
87,94
