src,dst
0,1
0,2
0,3
0,4
0,5
0,7
0,8
0,9
0,12
0,14
0,17
0,25
0,28
0,30
0,33
0,49
0,52
0,54
0,72
0,73
0,83
0,87
0,95
1,4
1,10
1,12
1,13
1,14
1,21
1,22
1,30
1,34
1,41
1,42
1,45
1,60
1,62
1,76
2,77
3,4
3,5
3,6
3,7
3,10
3,11
3,13
3,20
3,23
3,24
3,25
3,26
3,28
3,30
3,39
3,47
3,50
3,57
3,61
3,73
3,89
3,98
4,5
4,6
4,17
4,32
4,36
4,39
4,40
4,63
4,75
5,6
5,8
5,9
5,14
5,15
5,18
5,21
5,22
5,24
5,29
5,34
5,36
5,37
5,38
5,39
5,47
5,59
5,78
5,92
5,94
6,7
6,8
6,9
6,10
6,16
6,19
6,20
6,49
6,54
6,65
6,84
7,11
7,15
7,16
7,18
7,23
7,25
7,42
7,46
7,66
7,73
7,88
7,96
8,56
8,67
8,69
8,84
9,11
9,12
9,16
9,21
9,24
9,26
9,33
9,44
9,45
9,47
9,78
9,80
9,88
9,92
10,13
10,29
10,42
10,43
10,46
10,58
12,18
12,55
12,68
12,72
13,69
14,15
14,17
14,53
14,59
14,61
14,85
14,91
15,19
15,29
15,56
15,66
15,94
15,99
16,22
16,35
16,44
16,72
16,78
17,26
17,35
17,38
17,57
17,58
17,77
17,96
17,97
18,19
18,23
18,28
18,31
18,97
19,20
19,27
19,32
19,36
19,38
19,40
19,43
19,48
19,54
19,60
19,70
19,74
19,80
19,95
19,99
20,35
20,37
20,41
20,76
20,79
20,91
22,32
22,51
22,67
23,27
23,31
23,40
23,41
24,27
24,31
24,50
26,37
26,57
26,85
26,89
28,33
28,43
28,44
28,45
28,53
28,60
28,61
28,65
28,75
28,76
28,98
29,34
29,50
29,95
30,63
30,80
30,90
30,97
31,90
31,92
33,52
33,71
34,46
34,74
34,87
35,77
37,48
37,53
37,71
38,48
38,49
38,64
39,59
39,64
39,82
40,55
40,58
40,82
41,52
42,63
42,67
42,68
43,87
45,66
45,84
46,51
46,88
47,51
47,65
47,70
49,56
49,64
51,55
53,86
54,62
54,69
54,81
54,99
55,68
57,62
57,79
57,83
58,85
58,86
60,70
60,90
61,75
61,89
63,96
65,93
67,71
68,74
68,93
69,79
69,94
71,81
72,98
75,81
77,93
79,83
81,82
85,86
85,91
