normalized_degree,clustering_coefficient,posts_per_day,likes_per_post,follower_ratio,age,years_riding,miles_ridden,bikes_owned,avg_displacement,avg_msrp,label
0.24242424242424243,0.10507246376811594,0.36135281837733524,1043.7445825069901,3.97888599814717,17.822987482748225,0,3250.707187518683,2,1187.3948795441183,25292.43226731002,1
0.1111111111111111,0.10909090909090909,2.045361875050239,1096.217231924018,3.4572727030003523,27.49947207803877,2,998.6492388568678,6,951.9534780188177,33262.53073773186,1
0.09090909090909091,0.1111111111111111,0.12321440648578438,190.66992894078558,0.8216794062282611,32.8947059779865,1,7786.542890343391,2,745.7312991753355,24629.64691506524,0
0.16161616161616163,0.125,1.3360338911654612,1077.7017280061805,4.829111232044848,24.608252914211036,4,1796.6411486640113,2,743.0611775645672,32877.83341100951,1
0.13131313131313133,0.14102564102564102,0.7544447502297507,853.4266389482168,4.376399292239856,25.217060416565594,2,2294.939816878017,3,776.1789688848485,13587.94984000233,1
0.1414141414141414,0.08791208791208792,0.9328185942901172,1076.0554621887907,4.639855486969463,24.333266426649203,2,1886.6604206645527,6,574.4973849573604,43907.62407936786,1
0.2727272727272727,0.08262108262108261,0.9399836012180179,840.5007116504069,6.169821140780788,25.68546105875322,3,1860.1364536983835,4,638.0612837865579,16629.279174772528,1
0.1717171717171717,0.08823529411764706,1.2142891851660165,1200.9785217894264,1.5405939668639812,25.908118809395045,7,1996.1737975128744,2,561.4656983179398,28132.036282993195,1
0.18181818181818182,0.0915032679738562,1.1200201318924599,940.2368303441272,8.38214719879992,30.124739102409716,3,2223.391223920496,2,732.0093527260304,18434.194419601292,1
0.09090909090909091,0.1388888888888889,0.08367693956004844,193.47393957711284,1.0732812988614455,36.25331194387092,3,2705.755342430479,1,316.4055087969697,30735.445141182245,0
0.1414141414141414,0.10989010989010989,1.5319378197594131,1072.7019559743571,2.341272968042165,23.81665991507432,6,1672.9603044694238,3,648.6477440383037,24358.186062906843,1
0.10101010101010101,0.1111111111111111,0.20057554200572691,177.22608687988355,0.9359428753536426,20.433204578835447,9,3107.0854724078,2,545.2696785728822,15865.536874946942,0
0.12121212121212122,0.09090909090909091,0.8951942148761941,1115.048912210923,3.790492001647361,22.635711319699944,1,2500.0713142954287,1,637.992260198001,26462.343757885792,1
0.04040404040404041,0.6666666666666666,0.17001483338520545,208.4633991356334,0.9447368244049629,29.063134573132196,6,7827.15264150648,3,268.907003704402,22532.24774397558,0
0.08080808080808081,0.0,0.11262502596606179,206.05381096913112,0.4303458838830517,22.31129424097611,3,1268.4618489373352,2,446.40400863539605,30503.03947453274,0
0.08080808080808081,0.10714285714285714,0.07187837709295161,255.17218941929553,0.8249533262263867,28.45072186680125,4,7615.854761022762,1,516.2123251319032,2743.984803161322,0
0.050505050505050504,0.3,0.1550189815428689,232.43088044865488,1.0423359264066512,19.405689781557125,5,5879.717056626371,2,339.36008162110886,29606.874587362065,0
0.06060606060606061,0.2,0.21449600043291628,234.84533512417948,0.6791348823326344,29.313281064456753,2,4899.057310961494,1,922.9551503844093,15065.422130659805,0
0.1111111111111111,0.10909090909090909,0.12662892489324137,144.1287052363525,0.8013587547373237,29.230155163263973,2,6907.351749159205,1,240.73636733725692,19854.309887607258,0
0.04040404040404041,0.3333333333333333,0.07321591511839878,176.74486979151465,0.9055006420652983,34.03089945025275,4,6629.50707619532,3,765.2712568509664,17468.947194617416,0
0.06060606060606061,0.13333333333333333,0.09480014019592792,213.60678053604784,0.9084114352666952,38.64356480560415,4,5161.085405115978,0,602.8512777461931,13863.697933557669,0
0.030303030303030304,0.3333333333333333,0.08451533979753328,178.5741002697614,1.2187112598998053,32.87764411974327,4,5911.38260261852,2,820.3700603105317,19888.298047769924,0
0.13131313131313133,0.10256410256410256,0.8591280975754972,778.9807365288189,4.4548142600204494,19.77084603939004,2,1721.4973527409309,4,957.8850200028495,21937.376577235766,1
