src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,10
0,11
0,12
0,13
0,15
0,18
0,20
0,27
0,30
0,36
0,48
0,73
0,75
1,4
1,5
1,6
1,8
1,14
1,19
1,42
1,47
1,52
1,55
1,64
1,65
2,84
3,4
3,23
3,62
4,5
4,13
4,19
4,27
4,36
4,38
4,45
4,50
4,66
4,67
4,79
4,85
4,96
5,6
5,7
5,8
5,9
5,10
5,13
5,16
5,18
5,19
5,21
5,25
5,27
5,29
5,31
5,32
5,35
5,39
5,45
5,46
5,47
5,55
5,59
5,61
5,70
5,76
5,77
5,78
5,85
5,93
6,7
6,9
6,10
6,11
6,14
6,16
6,20
6,22
6,30
6,35
6,38
6,40
6,52
6,80
6,94
6,95
7,17
7,24
7,29
7,39
7,40
7,57
7,85
8,11
8,12
8,18
8,20
8,22
8,23
8,24
8,51
8,52
8,63
8,65
8,84
9,16
9,17
9,25
9,54
9,60
9,70
10,33
11,12
11,14
11,29
11,33
11,35
11,43
11,50
11,67
11,71
11,81
11,87
11,99
12,15
12,17
12,23
12,26
12,66
12,72
12,80
12,83
13,15
13,49
13,98
14,34
14,62
15,21
15,25
15,28
15,32
15,49
15,53
15,57
15,59
15,78
15,82
16,21
16,31
16,37
16,86
17,24
17,56
17,61
18,44
18,57
18,68
18,88
18,93
18,97
19,28
19,76
19,91
20,22
20,26
20,38
20,69
20,77
21,53
21,56
21,65
22,87
24,26
24,28
24,30
24,34
24,37
24,41
24,46
24,47
24,74
25,32
25,37
25,73
25,99
26,34
26,40
26,41
26,42
26,48
26,49
26,54
26,55
26,69
26,71
26,96
27,36
27,60
27,74
28,31
28,41
28,70
28,86
28,90
28,92
29,33
29,58
29,62
29,64
29,77
29,82
30,42
30,63
30,97
31,39
31,45
31,59
31,89
31,96
32,51
32,66
32,76
32,79
32,87
32,90
32,92
33,89
34,44
34,50
34,58
35,43
35,72
35,74
35,88
35,98
36,43
36,44
36,68
36,86
37,91
38,48
38,51
40,68
41,72
42,53
43,46
43,61
43,84
44,56
46,67
47,54
48,79
48,80
52,83
54,60
55,63
55,64
55,81
55,83
56,78
56,93
57,58
57,75
58,95
60,71
60,92
61,69
64,75
64,98
66,88
68,90
70,81
72,73
73,89
75,82
76,94
78,99
88,91
89,97
90,94
90,95
