src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,10
0,11
0,15
0,17
0,22
0,34
0,48
0,50
0,62
0,70
0,94
1,4
1,11
1,13
1,28
1,41
1,47
1,50
1,59
1,68
1,71
1,79
1,97
2,4
2,7
2,9
2,10
2,12
2,14
2,16
2,18
2,25
2,35
2,39
2,41
2,45
2,49
2,56
2,65
2,67
2,72
2,78
2,85
3,5
3,6
3,16
3,19
3,28
3,29
3,37
3,38
3,42
3,53
3,59
3,81
3,95
3,96
4,5
4,6
4,8
4,9
4,27
4,32
4,39
4,44
4,46
4,53
4,54
4,79
4,81
5,8
5,9
5,24
5,29
5,31
5,34
5,40
5,52
5,56
5,58
5,80
5,91
6,7
6,8
6,11
6,20
6,23
6,37
6,43
6,62
6,65
6,82
6,84
6,98
7,12
7,20
7,23
7,30
7,33
7,34
7,38
7,46
7,64
7,65
7,74
8,12
8,18
8,21
8,30
8,50
8,85
9,10
9,13
9,15
9,22
9,29
9,30
9,38
9,49
9,61
9,63
9,69
9,73
9,90
9,99
10,17
10,26
10,45
10,47
10,51
10,71
10,77
10,86
11,17
11,18
11,24
11,36
11,49
11,92
12,13
12,14
12,15
12,31
12,43
12,47
12,71
12,76
12,78
12,83
12,84
12,95
12,98
13,14
13,16
13,25
13,82
14,19
14,24
14,27
14,54
14,75
14,76
14,88
15,21
15,26
15,43
15,64
15,69
15,90
16,25
16,27
16,33
16,46
16,61
16,66
16,73
16,87
16,92
17,20
17,45
17,73
18,19
18,21
18,57
18,70
18,96
19,22
20,23
20,37
20,63
20,74
20,80
20,91
21,52
21,89
22,26
22,28
22,31
22,40
22,42
22,68
22,70
22,75
22,83
23,62
23,69
24,36
24,55
25,89
26,88
27,32
27,35
27,56
27,93
28,40
28,44
28,48
28,57
28,58
28,60
28,68
28,97
29,32
29,63
29,77
30,35
31,33
31,41
31,53
31,59
31,93
31,99
34,36
34,51
34,52
34,64
35,57
35,87
36,42
36,44
36,60
36,76
36,77
36,86
37,39
37,55
37,98
38,51
38,55
38,74
40,72
41,90
44,58
44,93
45,54
46,48
46,61
47,66
48,78
49,72
51,91
52,83
54,67
54,96
55,99
57,60
59,67
59,79
60,81
61,89
61,92
62,66
63,85
63,94
64,80
67,97
68,87
69,82
71,75
71,94
73,88
74,95
77,84
81,86
