src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,9
0,11
0,12
0,14
0,15
0,17
0,18
0,19
0,21
0,24
0,25
0,26
0,28
0,29
0,30
0,31
0,32
0,35
0,37
0,40
0,41
0,47
0,48
0,54
0,60
0,62
0,66
0,67
0,75
0,77
0,78
0,81
0,83
0,86
0,88
0,96
0,97
1,4
1,7
1,8
1,9
1,19
1,21
1,22
1,35
1,42
1,45
1,59
1,91
2,4
2,5
2,6
2,8
2,13
2,14
2,16
2,27
2,33
2,43
2,49
2,55
2,76
2,78
2,80
2,97
3,6
4,5
4,7
4,11
4,12
4,13
4,16
4,18
4,26
4,32
4,33
4,34
4,42
4,43
4,44
4,45
4,55
4,57
4,63
4,74
4,77
4,79
5,10
5,20
5,24
5,70
5,81
5,96
5,98
6,9
6,13
6,15
6,16
6,23
6,27
6,46
6,66
6,73
6,80
6,81
6,87
7,18
7,23
7,25
7,37
7,39
7,45
7,52
7,61
7,73
8,10
8,12
8,15
8,17
8,25
8,50
8,51
8,52
8,67
8,87
8,90
8,92
9,10
9,21
9,32
9,36
9,46
9,67
10,11
10,19
10,20
10,22
10,29
10,30
10,31
10,54
10,57
10,59
10,65
10,74
10,75
10,77
10,99
11,14
11,48
12,49
12,63
12,68
12,76
12,95
12,98
12,99
13,95
14,17
14,52
14,65
14,79
14,84
14,92
15,23
15,28
15,29
15,30
15,31
15,34
15,38
15,50
15,51
15,58
15,72
15,84
16,61
17,36
17,40
17,41
18,27
18,68
18,83
18,84
19,20
19,24
19,26
19,36
19,39
19,44
19,56
19,71
19,86
19,93
20,33
20,34
20,47
20,85
21,22
21,40
21,42
21,56
21,60
21,69
22,28
24,39
25,51
25,64
26,38
26,47
26,66
27,78
28,49
29,43
29,58
29,63
29,65
29,76
29,90
30,35
30,92
31,38
31,69
31,97
32,55
32,59
33,41
33,57
33,58
33,72
33,75
33,79
33,88
34,37
34,53
35,53
35,68
35,91
35,94
36,46
36,83
37,44
37,56
38,82
39,48
39,50
39,88
40,71
40,89
42,70
42,86
43,61
45,62
46,70
46,85
47,54
47,74
47,94
51,62
51,73
52,53
52,64
52,80
52,89
54,64
54,82
56,60
56,87
58,82
58,93
59,89
60,69
66,85
66,95
67,93
70,71
71,72
77,96
82,94
82,98
82,99
84,91
87,90
