src,dst
0,1
0,2
0,3
0,4
0,13
0,41
1,4
1,5
1,6
1,9
1,12
1,13
1,14
1,15
1,19
1,21
1,31
1,32
1,35
1,37
1,42
1,43
1,74
1,78
1,92
1,95
1,96
2,4
2,5
2,6
2,7
2,8
2,11
2,23
2,24
2,25
2,26
2,27
2,34
2,37
2,43
2,48
2,55
2,56
2,57
2,60
2,74
2,91
2,99
3,7
3,8
3,14
3,43
3,48
3,51
3,61
3,69
4,5
4,9
4,10
4,12
4,15
4,17
4,34
4,45
4,46
4,53
4,54
4,68
4,72
4,85
5,6
5,7
5,8
5,11
5,14
5,18
5,25
5,29
5,31
5,36
5,39
5,45
5,46
5,50
5,52
5,56
5,79
5,85
5,97
6,12
6,23
6,28
6,47
6,51
6,61
6,77
6,83
7,9
7,10
7,22
7,24
7,27
7,33
7,40
7,71
7,76
7,82
7,85
7,88
8,50
8,57
8,61
8,62
8,76
9,10
9,15
9,16
9,26
9,44
9,59
9,69
9,70
9,87
10,11
10,16
10,20
10,24
10,25
10,34
10,40
10,49
10,57
10,64
10,65
10,76
10,84
10,94
11,13
11,28
11,29
11,30
11,35
11,46
12,16
12,17
12,21
12,23
13,17
13,18
13,20
13,30
13,35
13,42
13,45
14,77
15,18
15,19
15,20
15,37
15,40
15,48
15,52
15,88
15,90
15,93
15,98
16,36
16,55
16,81
17,19
17,32
17,47
18,22
18,33
18,51
18,53
18,65
18,66
18,78
18,81
19,66
20,21
20,22
20,31
20,38
20,42
20,86
21,83
22,26
22,28
22,39
22,50
22,73
22,91
23,75
24,56
24,58
24,62
24,86
25,78
25,79
26,27
26,54
26,80
26,90
27,30
27,33
27,38
27,64
27,71
27,81
27,94
28,29
28,41
28,47
28,52
28,54
28,55
28,87
28,91
30,41
31,32
33,44
33,67
33,68
33,95
34,73
34,82
35,36
35,89
36,38
36,66
37,39
39,80
40,44
40,82
40,84
40,93
40,98
41,53
41,95
41,97
43,70
43,97
44,58
44,60
45,59
46,49
46,65
46,73
47,49
47,58
47,64
47,69
47,83
47,87
47,92
48,75
50,62
50,63
50,68
50,71
50,90
50,93
50,99
52,59
52,60
52,63
52,67
52,70
55,75
55,89
56,72
56,88
58,96
58,98
59,72
59,80
60,77
61,96
62,63
62,74
63,67
66,94
73,92
78,79
78,89
83,84
85,86
94,99
