src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,11
0,17
0,21
0,23
0,24
0,31
0,33
0,39
0,51
0,52
0,57
0,59
0,60
0,80
0,96
0,99
1,9
1,11
1,16
1,63
1,76
1,78
2,4
2,5
2,10
2,11
2,12
2,13
2,14
2,17
2,22
2,24
2,25
2,28
2,31
2,40
2,49
2,51
2,54
2,82
2,84
2,90
2,94
3,4
3,6
3,7
3,19
3,67
3,68
3,69
3,76
4,5
4,6
4,7
4,8
4,9
4,10
4,12
4,14
4,16
4,20
4,22
4,30
4,32
4,33
4,36
4,38
4,39
4,47
4,50
4,52
4,60
4,63
4,71
4,83
4,88
4,90
4,95
5,7
5,8
5,19
5,23
5,25
5,26
5,27
5,28
5,29
5,30
5,35
5,40
5,43
5,59
5,64
5,65
5,66
5,70
5,94
5,97
5,98
6,12
6,14
6,15
6,18
6,20
6,25
6,36
6,41
6,45
6,72
6,87
7,8
7,9
7,48
7,53
7,64
7,76
8,15
8,21
8,29
8,37
8,49
8,50
8,53
8,66
8,79
8,84
8,89
8,99
9,10
9,13
9,42
10,21
10,34
11,17
12,13
12,16
12,26
12,40
12,57
12,78
12,95
13,18
13,19
13,24
13,34
13,35
13,45
13,59
13,62
13,69
13,81
13,93
14,15
14,18
14,23
14,31
14,43
14,44
14,85
15,30
15,47
15,56
15,71
15,74
15,81
16,96
16,98
17,80
17,94
18,27
18,33
18,87
19,20
19,32
19,34
19,38
19,45
19,58
19,67
19,71
19,74
19,81
20,36
20,73
21,22
21,26
21,37
21,58
21,73
21,87
22,27
22,43
22,46
22,47
22,55
22,74
22,77
22,82
22,89
23,35
23,39
25,53
25,68
26,49
27,28
27,29
27,32
27,38
27,41
28,41
28,56
28,57
28,69
28,72
29,44
29,46
30,42
30,70
30,90
31,48
31,61
32,48
32,86
33,42
33,79
33,88
33,92
33,97
35,37
35,65
35,79
35,85
37,56
37,91
37,97
38,72
38,83
39,46
39,58
39,75
40,77
41,51
43,44
43,65
43,91
44,61
44,62
44,70
44,96
46,50
46,73
47,54
47,88
48,82
49,52
49,54
49,55
49,60
49,75
49,99
50,77
50,86
53,55
53,62
53,66
53,75
53,92
54,64
54,78
56,61
56,63
57,86
58,67
61,89
64,68
64,93
66,85
68,84
76,80
76,83
78,93
84,98
89,91
89,92
94,95
