src,dst
0,1
0,2
0,3
0,4
0,8
0,11
0,14
0,16
0,18
0,23
0,27
0,33
0,35
0,43
0,45
0,46
0,48
0,57
0,84
0,88
0,94
0,96
0,99
1,4
1,5
1,6
1,8
1,9
1,10
1,11
1,12
1,13
1,19
1,20
1,23
1,34
1,36
1,46
1,53
1,57
1,60
1,69
1,86
1,92
1,97
2,7
2,9
2,13
2,26
2,39
2,52
2,59
2,68
2,71
2,74
2,76
2,79
2,91
3,4
3,5
3,6
3,13
3,20
3,25
3,26
3,31
3,39
3,49
3,52
3,54
3,63
3,66
3,71
3,75
3,92
3,94
4,5
4,7
4,10
4,14
4,22
4,23
4,24
4,29
4,34
4,44
4,58
4,60
4,61
4,64
4,70
4,72
4,76
4,77
4,84
4,87
5,6
5,8
5,12
5,15
5,21
5,26
5,38
5,40
6,7
6,9
6,30
6,56
7,10
7,32
7,53
7,67
8,11
8,15
8,16
8,17
8,22
8,29
8,62
8,81
8,84
8,99
9,12
9,18
9,25
9,33
9,36
9,38
9,70
9,72
9,85
10,14
10,17
10,41
10,43
10,77
11,16
11,19
11,28
11,58
11,64
11,89
11,90
12,15
12,27
12,30
12,35
12,78
12,81
12,86
13,32
13,34
13,40
13,45
13,59
13,95
14,21
14,25
14,37
14,47
14,65
14,69
14,71
15,17
15,49
15,61
15,65
15,70
15,75
15,96
16,18
16,20
16,24
16,36
16,38
16,39
17,37
17,44
17,53
17,60
18,19
18,31
18,41
18,49
18,57
18,69
18,83
18,85
19,21
19,22
19,24
19,41
19,81
19,98
20,47
20,68
23,47
23,54
23,56
23,79
23,87
24,28
25,27
25,28
25,31
25,37
25,42
25,44
25,48
25,51
25,72
25,78
26,29
26,45
26,48
26,61
26,73
26,76
26,94
26,96
27,80
28,30
28,58
28,73
28,97
29,40
29,82
29,91
29,93
30,50
31,32
31,33
31,35
31,42
31,50
31,52
31,54
31,56
31,74
31,78
31,88
31,91
32,43
32,46
32,55
32,59
34,50
35,67
37,55
37,62
39,42
39,55
39,90
40,51
40,75
40,77
42,89
43,66
43,83
44,62
47,51
48,63
49,80
50,68
51,66
52,92
53,88
56,63
57,74
60,79
60,82
60,93
62,67
62,85
63,64
63,65
63,80
63,95
63,99
64,89
68,73
68,87
68,93
68,95
72,83
73,90
75,82
80,86
83,97
85,98
97,98
