src,dst
0,1
0,2
0,3
0,4
0,9
0,14
0,15
0,16
0,20
0,25
0,26
0,29
0,33
0,40
0,52
0,53
0,57
0,72
0,80
0,89
1,4
1,5
1,6
1,7
1,9
1,18
1,19
1,71
2,4
2,5
2,6
2,8
2,9
2,12
2,13
2,14
2,15
2,16
2,17
2,22
2,24
2,25
2,28
2,30
2,39
2,74
2,93
2,99
3,7
3,8
3,10
3,14
3,17
3,19
3,28
3,32
3,35
3,38
3,41
3,76
3,78
3,79
3,80
4,5
4,16
4,21
4,36
4,41
4,47
4,62
4,65
4,72
4,87
4,92
5,6
5,10
5,11
5,12
5,13
5,18
5,22
5,24
5,26
5,27
5,34
5,37
5,40
5,42
5,43
5,44
5,53
5,54
5,57
5,61
5,64
5,70
5,75
5,79
5,83
5,91
6,7
6,8
6,10
6,11
6,12
6,21
6,27
6,31
6,62
6,66
6,81
7,15
7,65
7,66
7,83
7,92
8,24
8,25
8,32
8,37
8,49
8,51
8,56
8,59
8,60
8,96
9,11
9,21
9,44
9,47
9,50
9,51
9,52
9,55
9,59
9,64
9,69
9,86
9,93
10,13
10,22
10,54
10,69
10,84
10,86
12,17
12,30
12,31
12,35
12,67
12,69
12,71
12,89
13,19
13,46
13,75
14,36
14,45
14,48
14,58
14,60
14,97
15,20
15,29
15,54
16,18
16,20
16,26
16,29
16,44
16,47
16,52
16,53
16,70
16,79
16,82
16,95
16,98
16,99
17,55
17,74
18,23
18,34
18,43
18,45
18,50
18,56
18,84
18,98
19,33
19,48
19,71
19,87
19,94
20,23
20,96
21,68
21,73
22,23
22,32
22,41
22,42
22,63
22,89
23,27
24,38
24,55
25,33
25,34
25,35
25,36
25,37
25,63
25,70
25,73
25,83
25,87
25,96
27,28
27,39
27,46
27,65
28,45
29,30
29,31
29,82
31,38
31,49
31,51
31,64
33,39
34,48
34,49
34,57
34,78
35,50
35,85
35,98
36,66
36,95
37,40
37,56
37,72
37,73
38,81
38,90
39,76
40,43
41,42
41,58
41,67
42,59
42,85
42,90
44,92
45,46
45,58
50,88
51,80
51,88
52,67
52,68
54,61
54,62
54,77
57,60
57,77
57,86
59,61
59,99
62,63
63,68
64,88
66,75
67,82
67,97
69,85
69,94
70,74
71,76
73,77
73,78
73,91
75,81
76,94
78,84
82,90
82,91
82,95
85,93
85,97
