src,dst
0,1
0,2
0,3
0,4
0,5
0,6
0,7
0,8
0,14
0,21
0,26
0,30
0,31
0,40
0,43
0,46
0,51
0,63
1,4
1,5
1,7
1,9
1,17
1,20
1,22
1,23
1,27
1,28
1,34
1,35
1,36
1,58
1,66
1,78
1,94
1,97
2,4
2,5
2,12
2,16
2,20
2,25
2,28
2,41
2,51
2,56
2,64
2,69
2,82
2,96
2,98
3,39
4,6
4,8
4,9
4,42
4,70
5,6
5,10
5,11
5,13
5,18
5,19
5,25
5,26
5,29
5,30
5,31
5,32
5,33
5,49
5,52
5,53
5,59
5,62
5,65
5,75
5,83
5,86
5,93
5,94
5,98
6,7
6,8
6,9
6,11
6,13
6,14
6,17
6,18
6,25
6,29
6,37
6,41
6,46
6,51
6,54
6,66
6,73
6,74
6,83
6,87
6,88
7,15
7,62
7,72
7,77
7,82
7,90
7,95
8,10
8,12
8,13
8,15
8,23
8,34
8,42
8,55
8,64
8,68
8,77
8,92
9,10
9,11
9,12
9,21
9,22
9,26
9,33
9,35
9,53
9,54
9,59
9,60
9,67
9,69
9,79
10,19
10,46
10,60
10,65
10,95
11,14
11,17
11,19
11,22
11,24
11,28
11,36
11,43
11,47
11,57
11,59
11,72
11,74
11,82
11,85
12,16
12,21
12,23
12,24
12,44
12,80
12,81
13,15
13,52
14,16
14,27
14,31
14,37
14,38
14,39
14,40
14,44
14,56
14,57
15,29
15,47
15,68
16,20
16,47
16,48
16,55
16,56
16,58
16,80
17,18
17,34
17,42
17,49
17,84
18,24
18,45
18,54
18,60
19,32
20,44
22,35
23,37
23,84
26,27
26,30
26,36
26,53
26,70
26,71
26,74
26,86
26,99
27,33
27,48
28,32
28,38
28,45
28,52
28,58
28,63
28,77
28,89
28,96
29,45
29,76
29,97
30,85
31,39
31,43
31,62
31,75
31,78
31,85
31,92
32,40
32,67
32,72
32,92
33,67
33,73
33,90
33,91
33,98
35,61
36,49
36,64
36,78
36,79
37,38
37,41
37,88
39,61
39,76
39,83
39,88
40,99
41,48
41,50
41,81
41,87
41,91
45,65
46,50
47,55
47,73
48,50
48,71
49,75
51,68
51,93
52,57
52,99
53,80
53,90
55,61
55,69
56,66
58,89
58,96
60,71
61,63
62,94
63,79
64,70
71,81
71,91
72,93
73,76
74,84
80,87
81,89
83,86
84,95
95,97
